cell.type,sample.id,file.i,N.data,max.segments,sum.splits,max.depth
bcell,McGill0091,34,3217,19,17068,9
bcell,McGill0091,34,3217,N.data,42413,25
bcell,McGill0322,34,3191,19,18959,8
bcell,McGill0322,34,3191,N.data,43197,25
monocyte,McGill0001,35,1967,19,12400,11
monocyte,McGill0001,35,1967,N.data,25964,27
monocyte,McGill0002,35,1685,19,9973,7
monocyte,McGill0002,35,1685,N.data,21580,22
monocyte,McGill0058,35,600,19,3611,7
monocyte,McGill0058,35,600,N.data,7282,27
monocyte,McGill0079,35,594,19,3395,7
monocyte,McGill0079,35,594,N.data,6763,26
monocyte,McGill0101,35,365,19,2200,7
monocyte,McGill0101,35,365,N.data,3809,19
monocyte,McGill0104,35,724,19,4050,7
monocyte,McGill0104,35,724,N.data,8172,22
tcell,McGill0004,35,1835,19,10533,8
tcell,McGill0004,35,1835,N.data,25312,25
tcell,McGill0005,35,2087,19,10977,6
tcell,McGill0005,35,2087,N.data,30792,28
tcell,McGill0006,35,1798,19,11985,9
tcell,McGill0006,35,1798,N.data,24781,24
tcell,McGill0007,35,1657,19,11303,8
tcell,McGill0007,35,1657,N.data,26064,36
tcell,McGill0008,35,1632,19,10279,8
tcell,McGill0008,35,1632,N.data,23759,28
tcell,McGill0009,35,1753,19,14251,11
tcell,McGill0009,35,1753,N.data,28082,29
tcell,McGill0010,35,2135,19,14091,7
tcell,McGill0010,35,2135,N.data,33395,35
tcell,McGill0011,35,1256,19,9200,10
tcell,McGill0011,35,1256,N.data,18265,28
tcell,McGill0024,35,1604,19,11079,9
tcell,McGill0024,35,1604,N.data,24397,26
tcell,McGill0025,35,2530,19,13677,6
tcell,McGill0025,35,2530,N.data,32684,25
tcell,McGill0026,35,1473,19,9043,7
tcell,McGill0026,35,1473,N.data,19578,23
tcell,McGill0027,35,1816,19,13135,8
tcell,McGill0027,35,1816,N.data,33522,39
tcell,McGill0028,35,1892,19,11707,6
tcell,McGill0028,35,1892,N.data,26093,26
tcell,McGill0029,35,2560,19,13914,10
tcell,McGill0029,35,2560,N.data,35567,24
tcell,McGill0059,35,1896,19,11642,9
tcell,McGill0059,35,1896,N.data,24812,24
tcell,McGill0095,35,1786,19,10068,8
tcell,McGill0095,35,1786,N.data,23037,23
tcell,McGill0102,35,1352,19,8602,11
tcell,McGill0102,35,1352,N.data,18099,29
tcell,McGill0106,35,953,19,6915,9
tcell,McGill0106,35,953,N.data,13386,23
tcell,McGill0107,35,2201,19,12724,7
tcell,McGill0107,35,2201,N.data,30218,25
bcell,McGill0091,35,1458,19,8023,7
bcell,McGill0091,35,1458,N.data,17668,23
bcell,McGill0322,35,1646,19,8769,12
bcell,McGill0322,35,1646,N.data,21422,24
tcell,McGill0004,36,3369,19,20221,8
tcell,McGill0004,36,3369,N.data,54602,33
tcell,McGill0005,36,3408,19,19553,6
tcell,McGill0005,36,3408,N.data,53163,31
tcell,McGill0006,36,3407,19,20939,8
tcell,McGill0006,36,3407,N.data,50360,27
tcell,McGill0007,36,2897,19,17027,7
tcell,McGill0007,36,2897,N.data,43270,30
tcell,McGill0008,36,3394,19,19087,6
tcell,McGill0008,36,3394,N.data,62098,42
tcell,McGill0009,36,3415,19,16570,7
tcell,McGill0009,36,3415,N.data,55544,37
tcell,McGill0010,36,3072,19,19099,11
tcell,McGill0010,36,3072,N.data,47415,29
tcell,McGill0011,36,3172,19,17712,9
tcell,McGill0011,36,3172,N.data,47090,33
tcell,McGill0024,36,2688,19,15245,8
tcell,McGill0024,36,2688,N.data,41586,37
tcell,McGill0025,36,5221,19,32447,7
tcell,McGill0025,36,5221,N.data,96375,36
tcell,McGill0026,36,2782,19,23241,9
tcell,McGill0026,36,2782,N.data,50061,32
tcell,McGill0027,36,3907,19,25488,7
tcell,McGill0027,36,3907,N.data,65670,31
tcell,McGill0028,36,3737,19,25252,9
tcell,McGill0028,36,3737,N.data,64006,37
tcell,McGill0029,36,5158,19,34451,8
tcell,McGill0029,36,5158,N.data,80504,30
tcell,McGill0059,36,4001,19,24408,7
tcell,McGill0059,36,4001,N.data,61028,28
tcell,McGill0095,36,3663,19,23086,7
tcell,McGill0095,36,3663,N.data,60007,31
tcell,McGill0102,36,3629,19,19496,6
tcell,McGill0102,36,3629,N.data,51450,30
tcell,McGill0106,36,3132,19,16098,8
tcell,McGill0106,36,3132,N.data,44269,26
tcell,McGill0107,36,4572,19,25732,7
tcell,McGill0107,36,4572,N.data,72932,30
monocyte,McGill0001,36,4801,19,30210,7
monocyte,McGill0001,36,4801,N.data,72886,27
monocyte,McGill0002,36,5082,19,27664,7
monocyte,McGill0002,36,5082,N.data,73202,26
monocyte,McGill0058,36,2504,19,13401,7
monocyte,McGill0058,36,2504,N.data,34147,26
monocyte,McGill0079,36,3002,19,17324,6
monocyte,McGill0079,36,3002,N.data,40404,26
monocyte,McGill0101,36,2150,19,12429,7
monocyte,McGill0101,36,2150,N.data,28845,25
monocyte,McGill0104,36,2479,19,14436,9
monocyte,McGill0104,36,2479,N.data,32531,25
bcell,McGill0091,36,4058,19,25572,10
bcell,McGill0091,36,4058,N.data,61570,29
bcell,McGill0322,36,3897,19,21410,7
bcell,McGill0322,36,3897,N.data,54391,28
tcell,McGill0004,37,3039,19,17033,8
tcell,McGill0004,37,3039,N.data,41162,23
tcell,McGill0005,37,4877,19,25534,6
tcell,McGill0005,37,4877,N.data,68322,29
tcell,McGill0006,37,2725,19,16288,9
tcell,McGill0006,37,2725,N.data,38233,28
tcell,McGill0007,37,2961,19,13636,6
tcell,McGill0007,37,2961,N.data,39022,23
tcell,McGill0008,37,4489,19,23007,6
tcell,McGill0008,37,4489,N.data,62920,29
tcell,McGill0009,37,4399,19,23658,6
tcell,McGill0009,37,4399,N.data,62410,29
tcell,McGill0010,37,2803,19,17155,6
tcell,McGill0010,37,2803,N.data,40481,29
tcell,McGill0011,37,3715,19,19195,7
tcell,McGill0011,37,3715,N.data,49580,23
tcell,McGill0024,37,3206,19,16436,7
tcell,McGill0024,37,3206,N.data,42241,25
tcell,McGill0025,37,4493,19,22659,6
tcell,McGill0025,37,4493,N.data,61699,30
tcell,McGill0026,37,2593,19,15189,8
tcell,McGill0026,37,2593,N.data,35347,25
tcell,McGill0027,37,3738,19,18343,6
tcell,McGill0027,37,3738,N.data,49069,27
tcell,McGill0028,37,3474,19,20227,7
tcell,McGill0028,37,3474,N.data,51614,33
tcell,McGill0029,37,3810,19,23142,7
tcell,McGill0029,37,3810,N.data,57099,27
tcell,McGill0059,37,3721,19,20746,8
tcell,McGill0059,37,3721,N.data,51578,28
tcell,McGill0095,37,3517,19,19112,9
tcell,McGill0095,37,3517,N.data,47521,27
tcell,McGill0102,37,3689,19,21965,9
tcell,McGill0102,37,3689,N.data,51364,26
tcell,McGill0106,37,2963,19,17164,9
tcell,McGill0106,37,2963,N.data,39684,23
tcell,McGill0107,37,3514,19,19493,7
tcell,McGill0107,37,3514,N.data,48662,24
monocyte,McGill0001,37,3866,19,18262,6
monocyte,McGill0001,37,3866,N.data,55152,29
monocyte,McGill0002,37,5037,19,27058,7
monocyte,McGill0002,37,5037,N.data,69093,25
monocyte,McGill0058,37,1955,19,12204,8
monocyte,McGill0058,37,1955,N.data,26274,26
monocyte,McGill0079,37,3632,19,21407,8
monocyte,McGill0079,37,3632,N.data,50282,25
monocyte,McGill0101,37,2112,19,12394,8
monocyte,McGill0101,37,2112,N.data,27339,22
monocyte,McGill0104,37,2550,19,14619,6
monocyte,McGill0104,37,2550,N.data,33647,29
bcell,McGill0091,37,2578,19,14163,7
bcell,McGill0091,37,2578,N.data,32765,22
bcell,McGill0322,37,3304,19,16765,8
bcell,McGill0322,37,3304,N.data,46583,28
tcell,McGill0004,38,3082,19,18423,8
tcell,McGill0004,38,3082,N.data,40752,23
tcell,McGill0005,38,4255,19,24987,8
tcell,McGill0005,38,4255,N.data,60800,26
tcell,McGill0006,38,2177,19,10465,9
tcell,McGill0006,38,2177,N.data,29647,27
tcell,McGill0007,38,2724,19,14243,7
tcell,McGill0007,38,2724,N.data,35044,25
tcell,McGill0008,38,3841,19,22298,7
tcell,McGill0008,38,3841,N.data,53665,30
tcell,McGill0009,38,3824,19,22919,7
tcell,McGill0009,38,3824,N.data,52648,24
tcell,McGill0010,38,2738,19,13911,6
tcell,McGill0010,38,2738,N.data,33874,22
tcell,McGill0011,38,2995,19,15873,7
tcell,McGill0011,38,2995,N.data,37664,26
tcell,McGill0024,38,3154,19,18084,7
tcell,McGill0024,38,3154,N.data,41878,22
tcell,McGill0025,38,3754,19,19440,7
tcell,McGill0025,38,3754,N.data,51253,25
tcell,McGill0026,38,2228,19,13875,8
tcell,McGill0026,38,2228,N.data,30904,26
tcell,McGill0027,38,2872,19,16650,8
tcell,McGill0027,38,2872,N.data,39049,27
tcell,McGill0028,38,2943,19,15129,6
tcell,McGill0028,38,2943,N.data,38530,25
tcell,McGill0029,38,3968,19,19874,7
tcell,McGill0029,38,3968,N.data,55210,25
tcell,McGill0059,38,4005,19,21350,7
tcell,McGill0059,38,4005,N.data,53303,23
tcell,McGill0095,38,3815,19,22286,7
tcell,McGill0095,38,3815,N.data,52774,24
tcell,McGill0102,38,2881,19,15353,7
tcell,McGill0102,38,2881,N.data,37112,22
tcell,McGill0106,38,2394,19,13428,8
tcell,McGill0106,38,2394,N.data,30341,23
tcell,McGill0107,38,3630,19,19009,8
tcell,McGill0107,38,3630,N.data,47640,25
monocyte,McGill0001,38,3347,19,18073,8
monocyte,McGill0001,38,3347,N.data,44372,22
monocyte,McGill0002,38,4483,19,25564,7
monocyte,McGill0002,38,4483,N.data,61743,26
monocyte,McGill0058,38,1931,19,11888,8
monocyte,McGill0058,38,1931,N.data,24781,22
monocyte,McGill0079,38,3119,19,18778,7
monocyte,McGill0079,38,3119,N.data,41840,27
monocyte,McGill0101,38,1819,19,11293,7
monocyte,McGill0101,38,1819,N.data,23947,23
monocyte,McGill0104,38,2150,19,13226,7
monocyte,McGill0104,38,2150,N.data,28649,26
bcell,McGill0091,38,2551,19,14777,7
bcell,McGill0091,38,2551,N.data,34050,28
bcell,McGill0322,38,2154,19,11560,7
bcell,McGill0322,38,2154,N.data,26345,23
tcell,McGill0004,39,5391,19,31026,8
tcell,McGill0004,39,5391,N.data,84493,31
tcell,McGill0005,39,5623,19,26458,7
tcell,McGill0005,39,5623,N.data,93792,36
tcell,McGill0006,39,5223,19,34395,10
tcell,McGill0006,39,5223,N.data,91534,41
tcell,McGill0007,39,4394,19,23864,9
tcell,McGill0007,39,4394,N.data,69646,30
tcell,McGill0008,39,5097,19,30794,8
tcell,McGill0008,39,5097,N.data,91961,35
tcell,McGill0009,39,4977,19,24773,7
tcell,McGill0009,39,4977,N.data,87762,34
tcell,McGill0010,39,4617,19,28938,8
tcell,McGill0010,39,4617,N.data,72560,29
tcell,McGill0011,39,4268,19,24452,6
tcell,McGill0011,39,4268,N.data,69867,35
tcell,McGill0024,39,3906,19,25082,7
tcell,McGill0024,39,3906,N.data,67038,41
tcell,McGill0025,39,7770,19,41769,7
tcell,McGill0025,39,7770,N.data,138925,37
tcell,McGill0026,39,3949,19,26653,8
tcell,McGill0026,39,3949,N.data,68595,33
tcell,McGill0027,39,5394,19,36773,7
tcell,McGill0027,39,5394,N.data,111134,43
tcell,McGill0028,39,5251,19,29847,6
tcell,McGill0028,39,5251,N.data,90549,37
tcell,McGill0029,39,7076,19,49019,9
tcell,McGill0029,39,7076,N.data,123556,35
tcell,McGill0059,39,4545,19,24282,8
tcell,McGill0059,39,4545,N.data,69411,31
tcell,McGill0095,39,4275,19,28145,7
tcell,McGill0095,39,4275,N.data,73332,35
tcell,McGill0102,39,4256,19,24401,7
tcell,McGill0102,39,4256,N.data,64976,30
tcell,McGill0106,39,3313,19,19277,7
tcell,McGill0106,39,3313,N.data,48505,29
tcell,McGill0107,39,5896,19,43603,9
tcell,McGill0107,39,5896,N.data,108689,39
monocyte,McGill0001,39,5707,19,48553,9
monocyte,McGill0001,39,5707,N.data,112833,36
monocyte,McGill0002,39,4022,19,22449,7
monocyte,McGill0002,39,4022,N.data,67843,38
monocyte,McGill0058,39,1944,19,14516,9
monocyte,McGill0058,39,1944,N.data,30978,32
monocyte,McGill0079,39,1806,19,11035,8
monocyte,McGill0079,39,1806,N.data,25097,26
monocyte,McGill0101,39,1438,19,8023,10
monocyte,McGill0101,39,1438,N.data,19370,26
monocyte,McGill0104,39,2249,19,16909,9
monocyte,McGill0104,39,2249,N.data,38777,41
bcell,McGill0091,39,4092,19,29756,9
bcell,McGill0091,39,4092,N.data,70892,36
bcell,McGill0322,39,5118,19,23457,7
bcell,McGill0322,39,5118,N.data,83024,34
tcell,McGill0004,40,2888,19,16994,11
tcell,McGill0004,40,2888,N.data,40362,26
tcell,McGill0005,40,2379,19,17488,12
tcell,McGill0005,40,2379,N.data,36010,29
tcell,McGill0006,40,2767,19,18423,8
tcell,McGill0006,40,2767,N.data,44248,33
tcell,McGill0007,40,2020,19,9414,8
tcell,McGill0007,40,2020,N.data,29160,30
tcell,McGill0008,40,1898,19,16161,13
tcell,McGill0008,40,1898,N.data,33263,32
tcell,McGill0009,40,1987,19,9729,6
tcell,McGill0009,40,1987,N.data,24617,24
tcell,McGill0010,40,2545,19,20771,8
tcell,McGill0010,40,2545,N.data,46894,37
tcell,McGill0011,40,1605,19,10033,6
tcell,McGill0011,40,1605,N.data,22696,29
tcell,McGill0024,40,1681,19,11738,11
tcell,McGill0024,40,1681,N.data,27991,34
tcell,McGill0025,40,3975,19,27622,10
tcell,McGill0025,40,3975,N.data,65295,29
tcell,McGill0026,40,1847,19,12135,11
tcell,McGill0026,40,1847,N.data,26096,25
tcell,McGill0027,40,2539,19,14706,7
tcell,McGill0027,40,2539,N.data,40439,31
tcell,McGill0028,40,2407,19,18926,8
tcell,McGill0028,40,2407,N.data,41995,33
tcell,McGill0029,40,4561,19,28350,9
tcell,McGill0029,40,4561,N.data,68013,26
tcell,McGill0059,40,2377,19,16727,8
tcell,McGill0059,40,2377,N.data,36277,27
tcell,McGill0095,40,2938,19,19824,6
tcell,McGill0095,40,2938,N.data,61151,36
tcell,McGill0102,40,2120,19,12447,7
tcell,McGill0102,40,2120,N.data,29206,24
tcell,McGill0106,40,1996,19,13926,10
tcell,McGill0106,40,1996,N.data,28948,25
tcell,McGill0107,40,3815,19,22241,7
tcell,McGill0107,40,3815,N.data,58879,28
monocyte,McGill0001,40,3311,19,19797,6
monocyte,McGill0001,40,3311,N.data,46796,25
monocyte,McGill0002,40,2792,19,15067,7
monocyte,McGill0002,40,2792,N.data,39426,27
monocyte,McGill0058,40,1262,19,7419,7
monocyte,McGill0058,40,1262,N.data,15464,21
monocyte,McGill0079,40,1202,19,7580,7
monocyte,McGill0079,40,1202,N.data,15144,24
monocyte,McGill0101,40,1037,19,6115,7
monocyte,McGill0101,40,1037,N.data,12660,27
monocyte,McGill0104,40,1355,19,7764,7
monocyte,McGill0104,40,1355,N.data,18202,25
bcell,McGill0091,40,1725,19,15767,11
bcell,McGill0091,40,1725,N.data,31188,41
bcell,McGill0322,40,2123,19,13504,7
bcell,McGill0322,40,2123,N.data,31917,30
tcell,McGill0004,41,2161,19,12883,7
tcell,McGill0004,41,2161,N.data,27904,22
tcell,McGill0005,41,3419,19,18376,6
tcell,McGill0005,41,3419,N.data,48979,30
tcell,McGill0006,41,2058,19,12103,8
tcell,McGill0006,41,2058,N.data,31644,31
tcell,McGill0007,41,2140,19,10507,6
tcell,McGill0007,41,2140,N.data,28136,25
tcell,McGill0008,41,2803,19,15698,6
tcell,McGill0008,41,2803,N.data,37052,24
tcell,McGill0009,41,2754,19,16425,6
tcell,McGill0009,41,2754,N.data,36786,23
tcell,McGill0010,41,2089,19,11375,8
tcell,McGill0010,41,2089,N.data,28148,25
tcell,McGill0011,41,2146,19,11981,7
tcell,McGill0011,41,2146,N.data,29543,27
tcell,McGill0024,41,2144,19,12609,6
tcell,McGill0024,41,2144,N.data,28476,27
tcell,McGill0025,41,3293,19,17174,7
tcell,McGill0025,41,3293,N.data,44883,23
tcell,McGill0026,41,1800,19,8935,6
tcell,McGill0026,41,1800,N.data,23199,26
tcell,McGill0027,41,2331,19,12910,6
tcell,McGill0027,41,2331,N.data,29064,24
tcell,McGill0028,41,2415,19,13420,7
tcell,McGill0028,41,2415,N.data,31750,25
tcell,McGill0029,41,3227,19,18109,9
tcell,McGill0029,41,3227,N.data,43950,23
tcell,McGill0059,41,3223,19,16072,9
tcell,McGill0059,41,3223,N.data,42573,25
tcell,McGill0095,41,2695,19,14046,6
tcell,McGill0095,41,2695,N.data,34332,22
tcell,McGill0102,41,2671,19,15353,7
tcell,McGill0102,41,2671,N.data,34441,23
tcell,McGill0106,41,2139,19,11427,8
tcell,McGill0106,41,2139,N.data,26678,23
tcell,McGill0107,41,2976,19,16513,6
tcell,McGill0107,41,2976,N.data,39123,22
monocyte,McGill0001,41,2717,19,16166,6
monocyte,McGill0001,41,2717,N.data,39879,28
monocyte,McGill0002,41,2486,19,14219,7
monocyte,McGill0002,41,2486,N.data,33479,24
monocyte,McGill0058,41,1836,19,10414,8
monocyte,McGill0058,41,1836,N.data,23506,22
monocyte,McGill0079,41,1851,19,10975,7
monocyte,McGill0079,41,1851,N.data,24394,23
monocyte,McGill0101,41,1342,19,7086,8
monocyte,McGill0101,41,1342,N.data,16925,23
monocyte,McGill0104,41,1759,19,10561,6
monocyte,McGill0104,41,1759,N.data,22606,24
bcell,McGill0091,41,2064,19,12781,10
bcell,McGill0091,41,2064,N.data,27325,25
bcell,McGill0322,41,2552,19,14109,7
bcell,McGill0322,41,2552,N.data,32163,24
tcell,McGill0004,42,3328,19,16372,6
tcell,McGill0004,42,3328,N.data,45341,27
tcell,McGill0005,42,4578,19,22970,6
tcell,McGill0005,42,4578,N.data,66522,28
tcell,McGill0006,42,2686,19,17097,6
tcell,McGill0006,42,2686,N.data,40519,29
tcell,McGill0007,42,3137,19,15130,7
tcell,McGill0007,42,3137,N.data,42934,26
tcell,McGill0008,42,4216,19,22847,6
tcell,McGill0008,42,4216,N.data,60750,31
tcell,McGill0009,42,3894,19,20410,7
tcell,McGill0009,42,3894,N.data,55356,30
tcell,McGill0010,42,3022,19,17302,6
tcell,McGill0010,42,3022,N.data,43086,30
tcell,McGill0011,42,3364,19,17820,6
tcell,McGill0011,42,3364,N.data,43508,23
tcell,McGill0024,42,3030,19,16765,7
tcell,McGill0024,42,3030,N.data,41704,26
tcell,McGill0025,42,4526,19,25829,7
tcell,McGill0025,42,4526,N.data,68729,30
tcell,McGill0026,42,2556,19,13424,6
tcell,McGill0026,42,2556,N.data,34829,27
tcell,McGill0027,42,3260,19,17942,7
tcell,McGill0027,42,3260,N.data,43650,25
tcell,McGill0028,42,3603,19,18178,6
tcell,McGill0028,42,3603,N.data,49917,30
tcell,McGill0029,42,4231,19,23686,6
tcell,McGill0029,42,4231,N.data,66072,32
tcell,McGill0059,42,3966,19,20049,5
tcell,McGill0059,42,3966,N.data,57279,30
tcell,McGill0095,42,3611,19,19802,6
tcell,McGill0095,42,3611,N.data,49268,26
tcell,McGill0102,42,3946,19,19109,7
tcell,McGill0102,42,3946,N.data,53572,24
tcell,McGill0106,42,3307,19,17478,6
tcell,McGill0106,42,3307,N.data,47533,28
tcell,McGill0107,42,3930,19,19942,8
tcell,McGill0107,42,3930,N.data,56160,30
bcell,McGill0091,42,3011,19,15078,5
bcell,McGill0091,42,3011,N.data,40550,25
bcell,McGill0322,42,3705,19,19821,8
bcell,McGill0322,42,3705,N.data,54975,35
monocyte,McGill0001,42,3526,19,21383,7
monocyte,McGill0001,42,3526,N.data,51055,28
monocyte,McGill0002,42,3598,19,20909,7
monocyte,McGill0002,42,3598,N.data,52310,30
monocyte,McGill0058,42,2192,19,12428,6
monocyte,McGill0058,42,2192,N.data,28641,24
monocyte,McGill0079,42,2394,19,14090,7
monocyte,McGill0079,42,2394,N.data,31886,23
monocyte,McGill0101,42,1896,19,12076,7
monocyte,McGill0101,42,1896,N.data,25768,23
monocyte,McGill0104,42,2298,19,12527,6
monocyte,McGill0104,42,2298,N.data,31343,26
tcell,McGill0004,43,1438,19,6583,7
tcell,McGill0004,43,1438,N.data,17207,22
tcell,McGill0005,43,2300,19,12369,7
tcell,McGill0005,43,2300,N.data,29252,24
tcell,McGill0006,43,1438,19,7589,7
tcell,McGill0006,43,1438,N.data,18977,28
tcell,McGill0007,43,1489,19,7595,7
tcell,McGill0007,43,1489,N.data,17613,22
tcell,McGill0008,43,2204,19,13309,8
tcell,McGill0008,43,2204,N.data,28863,24
tcell,McGill0009,43,2063,19,11505,7
tcell,McGill0009,43,2063,N.data,26215,24
tcell,McGill0010,43,1160,19,7116,7
tcell,McGill0010,43,1160,N.data,16417,31
tcell,McGill0011,43,1853,19,11084,7
tcell,McGill0011,43,1853,N.data,24263,21
tcell,McGill0024,43,1212,19,6228,7
tcell,McGill0024,43,1212,N.data,14090,25
tcell,McGill0025,43,2076,19,10580,7
tcell,McGill0025,43,2076,N.data,25523,23
tcell,McGill0026,43,1233,19,6880,8
tcell,McGill0026,43,1233,N.data,14625,20
tcell,McGill0027,43,1453,19,10282,9
tcell,McGill0027,43,1453,N.data,20260,26
tcell,McGill0028,43,1532,19,7469,8
tcell,McGill0028,43,1532,N.data,22065,32
tcell,McGill0029,43,1597,19,9883,7
tcell,McGill0029,43,1597,N.data,20694,22
tcell,McGill0059,43,1298,19,7751,6
tcell,McGill0059,43,1298,N.data,15635,22
tcell,McGill0095,43,1141,19,6914,8
tcell,McGill0095,43,1141,N.data,13564,19
tcell,McGill0102,43,1834,19,10891,9
tcell,McGill0102,43,1834,N.data,24623,27
tcell,McGill0106,43,1531,19,9182,7
tcell,McGill0106,43,1531,N.data,19524,22
tcell,McGill0107,43,1485,19,8172,8
tcell,McGill0107,43,1485,N.data,18065,21
monocyte,McGill0001,43,1802,19,9463,7
monocyte,McGill0001,43,1802,N.data,22571,22
monocyte,McGill0002,43,2359,19,13825,7
monocyte,McGill0002,43,2359,N.data,31960,26
monocyte,McGill0058,43,989,19,5939,6
monocyte,McGill0058,43,989,N.data,12125,22
monocyte,McGill0079,43,2216,19,16007,10
monocyte,McGill0079,43,2216,N.data,31004,24
monocyte,McGill0101,43,1275,19,7345,6
monocyte,McGill0101,43,1275,N.data,15677,21
monocyte,McGill0104,43,1581,19,10874,9
monocyte,McGill0104,43,1581,N.data,22026,24
bcell,McGill0091,43,1166,19,6273,6
bcell,McGill0091,43,1166,N.data,13943,23
bcell,McGill0322,43,1706,19,8570,7
bcell,McGill0322,43,1706,N.data,23216,32
tcell,McGill0004,44,2570,19,16279,8
tcell,McGill0004,44,2570,N.data,37836,31
tcell,McGill0005,44,3795,19,21334,7
tcell,McGill0005,44,3795,N.data,51831,26
tcell,McGill0006,44,2194,19,12039,6
tcell,McGill0006,44,2194,N.data,27399,23
tcell,McGill0007,44,2352,19,11624,6
tcell,McGill0007,44,2352,N.data,32197,25
tcell,McGill0008,44,3426,19,19450,8
tcell,McGill0008,44,3426,N.data,46578,24
tcell,McGill0009,44,3340,19,17993,8
tcell,McGill0009,44,3340,N.data,43333,26
tcell,McGill0010,44,2533,19,13744,7
tcell,McGill0010,44,2533,N.data,33172,22
tcell,McGill0011,44,2394,19,13619,7
tcell,McGill0011,44,2394,N.data,31161,24
tcell,McGill0024,44,2722,19,16212,8
tcell,McGill0024,44,2722,N.data,36426,26
tcell,McGill0025,44,3584,19,18311,6
tcell,McGill0025,44,3584,N.data,48889,27
tcell,McGill0026,44,1884,19,10525,8
tcell,McGill0026,44,1884,N.data,23999,24
tcell,McGill0027,44,2577,19,14967,6
tcell,McGill0027,44,2577,N.data,36085,28
tcell,McGill0028,44,2690,19,15212,6
tcell,McGill0028,44,2690,N.data,36414,27
tcell,McGill0029,44,3567,19,22050,7
tcell,McGill0029,44,3567,N.data,50137,28
tcell,McGill0059,44,3507,19,20170,7
tcell,McGill0059,44,3507,N.data,47086,24
tcell,McGill0095,44,3673,19,19522,6
tcell,McGill0095,44,3673,N.data,50258,31
tcell,McGill0102,44,2772,19,16240,7
tcell,McGill0102,44,2772,N.data,36168,23
tcell,McGill0106,44,2167,19,13033,7
tcell,McGill0106,44,2167,N.data,28214,23
tcell,McGill0107,44,3119,19,16585,5
tcell,McGill0107,44,3119,N.data,40289,25
monocyte,McGill0001,44,3460,19,18699,7
monocyte,McGill0001,44,3460,N.data,46778,28
monocyte,McGill0002,44,4902,19,27020,7
monocyte,McGill0002,44,4902,N.data,68372,25
monocyte,McGill0058,44,2292,19,13422,6
monocyte,McGill0058,44,2292,N.data,29214,23
monocyte,McGill0079,44,2900,19,17024,7
monocyte,McGill0079,44,2900,N.data,38692,23
monocyte,McGill0101,44,1883,19,11883,7
monocyte,McGill0101,44,1883,N.data,24103,22
monocyte,McGill0104,44,2159,19,12390,7
monocyte,McGill0104,44,2159,N.data,27386,22
bcell,McGill0091,44,2121,19,11693,7
bcell,McGill0091,44,2121,N.data,26477,21
bcell,McGill0322,44,2178,19,12537,6
bcell,McGill0322,44,2178,N.data,27866,26
monocyte,McGill0001,45,2532,19,13757,6
monocyte,McGill0001,45,2532,N.data,33103,24
monocyte,McGill0002,45,2327,19,13618,6
monocyte,McGill0002,45,2327,N.data,30421,23
monocyte,McGill0058,45,898,19,4850,10
monocyte,McGill0058,45,898,N.data,10156,22
monocyte,McGill0079,45,1735,19,9875,6
monocyte,McGill0079,45,1735,N.data,22028,23
monocyte,McGill0101,45,838,19,4647,7
monocyte,McGill0101,45,838,N.data,9773,23
monocyte,McGill0104,45,1368,19,7506,6
monocyte,McGill0104,45,1368,N.data,17053,25
tcell,McGill0004,45,1884,19,8745,10
tcell,McGill0004,45,1884,N.data,26991,29
tcell,McGill0005,45,3132,19,17355,8
tcell,McGill0005,45,3132,N.data,44119,27
tcell,McGill0006,45,2028,19,10310,6
tcell,McGill0006,45,2028,N.data,29218,28
tcell,McGill0007,45,1923,19,9533,8
tcell,McGill0007,45,1923,N.data,24660,25
tcell,McGill0008,45,2466,19,13655,7
tcell,McGill0008,45,2466,N.data,33581,29
tcell,McGill0009,45,2480,19,14460,7
tcell,McGill0009,45,2480,N.data,35220,30
tcell,McGill0010,45,1963,19,12299,9
tcell,McGill0010,45,1963,N.data,27145,24
tcell,McGill0011,45,2413,19,12514,8
tcell,McGill0011,45,2413,N.data,33182,28
tcell,McGill0024,45,1650,19,9602,9
tcell,McGill0024,45,1650,N.data,22323,26
tcell,McGill0025,45,3232,19,16962,8
tcell,McGill0025,45,3232,N.data,46172,32
tcell,McGill0026,45,1745,19,11411,9
tcell,McGill0026,45,1745,N.data,25040,28
tcell,McGill0027,45,2214,19,11595,6
tcell,McGill0027,45,2214,N.data,29137,25
tcell,McGill0028,45,2380,19,13741,7
tcell,McGill0028,45,2380,N.data,31826,23
tcell,McGill0029,45,2498,19,14352,9
tcell,McGill0029,45,2498,N.data,34392,26
tcell,McGill0059,45,1866,19,10256,6
tcell,McGill0059,45,1866,N.data,23105,21
tcell,McGill0095,45,1812,19,9585,6
tcell,McGill0095,45,1812,N.data,21798,22
tcell,McGill0102,45,1866,19,10836,7
tcell,McGill0102,45,1866,N.data,24048,23
tcell,McGill0106,45,1559,19,8922,7
tcell,McGill0106,45,1559,N.data,19901,23
tcell,McGill0107,45,2126,19,10618,6
tcell,McGill0107,45,2126,N.data,26614,26
bcell,McGill0091,45,1316,19,7492,6
bcell,McGill0091,45,1316,N.data,16696,26
bcell,McGill0322,45,2159,19,11755,7
bcell,McGill0322,45,2159,N.data,33322,34
bcell,McGill0091,46,4651,19,26743,8
bcell,McGill0091,46,4651,N.data,73832,37
bcell,McGill0322,46,4280,19,22332,7
bcell,McGill0322,46,4280,N.data,70892,31
