cell.type,sample.id,file.i,N.data,max.segments,sum.splits,max.depth
tcell,McGill0009,15,241882,N.data,7056052,84
tcell,McGill0011,15,183811,19,775474,7
tcell,McGill0011,15,183811,N.data,5983092,100
tcell,McGill0024,15,220965,19,1013174,7
tcell,McGill0024,15,220965,N.data,5765243,63
tcell,McGill0025,15,153842,19,709387,7
tcell,McGill0025,15,153842,N.data,4504826,69
tcell,McGill0026,15,119121,19,540628,7
tcell,McGill0026,15,119121,N.data,3930647,111
tcell,McGill0027,15,231862,19,1080240,7
tcell,McGill0027,15,231862,N.data,7560128,117
tcell,McGill0028,15,241394,19,1086556,8
tcell,McGill0028,15,241394,N.data,7048298,87
tcell,McGill0029,15,203977,19,1057686,5
tcell,McGill0029,15,203977,N.data,5275712,66
tcell,McGill0102,15,178733,19,897447,8
tcell,McGill0102,15,178733,N.data,4769114,93
tcell,McGill0106,15,170947,19,789158,8
tcell,McGill0106,15,170947,N.data,4941860,118
tcell,McGill0107,15,230335,19,1097153,6
tcell,McGill0107,15,230335,N.data,6166994,77
monocyte,McGill0001,15,256332,19,1383764,7
monocyte,McGill0001,15,256332,N.data,6514887,58
monocyte,McGill0002,15,154147,19,798427,7
monocyte,McGill0002,15,154147,N.data,3922150,65
monocyte,McGill0079,15,178141,19,963682,7
monocyte,McGill0079,15,178141,N.data,4081162,62
monocyte,McGill0101,15,103140,19,560621,7
monocyte,McGill0101,15,103140,N.data,2339212,58
monocyte,McGill0104,15,219842,19,1178168,7
monocyte,McGill0104,15,219842,N.data,5038407,61
bcell,McGill0322,15,187449,19,806341,8
bcell,McGill0322,15,187449,N.data,5601135,90
tcell,McGill0004,16,30621,19,165300,9
tcell,McGill0004,16,30621,N.data,624172,49
tcell,McGill0005,16,34673,19,170061,9
tcell,McGill0005,16,34673,N.data,766061,63
tcell,McGill0007,16,35972,19,205895,8
tcell,McGill0007,16,35972,N.data,826241,60
tcell,McGill0008,16,28505,19,154942,8
tcell,McGill0008,16,28505,N.data,639202,51
tcell,McGill0009,16,45294,19,244951,8
tcell,McGill0009,16,45294,N.data,1035153,54
tcell,McGill0011,16,33290,19,171340,9
tcell,McGill0011,16,33290,N.data,754888,61
tcell,McGill0024,16,41564,19,227566,8
tcell,McGill0024,16,41564,N.data,931541,62
tcell,McGill0025,16,27708,19,149970,7
tcell,McGill0025,16,27708,N.data,578596,51
tcell,McGill0026,16,22996,19,135111,8
tcell,McGill0026,16,22996,N.data,510737,63
tcell,McGill0027,16,41391,19,225291,8
tcell,McGill0027,16,41391,N.data,1122574,75
tcell,McGill0028,16,41093,19,213219,8
tcell,McGill0028,16,41093,N.data,1177060,69
tcell,McGill0029,16,37141,19,194854,8
tcell,McGill0029,16,37141,N.data,732858,43
tcell,McGill0102,16,35883,19,219164,7
tcell,McGill0102,16,35883,N.data,736003,44
tcell,McGill0106,16,32297,19,191536,9
tcell,McGill0106,16,32297,N.data,715686,61
tcell,McGill0107,16,42445,19,214483,10
tcell,McGill0107,16,42445,N.data,913096,43
monocyte,McGill0001,16,48774,19,263021,7
monocyte,McGill0001,16,48774,N.data,1003878,50
monocyte,McGill0002,16,30619,19,164116,8
monocyte,McGill0002,16,30619,N.data,612331,51
monocyte,McGill0079,16,35603,19,214193,7
monocyte,McGill0079,16,35603,N.data,704123,47
monocyte,McGill0101,16,22086,19,125026,6
monocyte,McGill0101,16,22086,N.data,421000,40
monocyte,McGill0104,16,42548,19,247527,7
monocyte,McGill0104,16,42548,N.data,828890,39
bcell,McGill0322,16,38507,19,237230,9
bcell,McGill0322,16,38507,N.data,818311,44
tcell,McGill0004,17,52120,19,225833,9
tcell,McGill0004,17,52120,N.data,1142696,53
tcell,McGill0005,17,63562,19,259096,9
tcell,McGill0005,17,63562,N.data,1570438,71
tcell,McGill0007,17,67450,19,261704,10
tcell,McGill0007,17,67450,N.data,1898930,77
tcell,McGill0008,17,52461,19,210196,8
tcell,McGill0008,17,52461,N.data,1527503,76
tcell,McGill0009,17,78617,19,324201,10
tcell,McGill0009,17,78617,N.data,1990035,60
tcell,McGill0011,17,65978,19,290870,8
tcell,McGill0011,17,65978,N.data,2072046,106
tcell,McGill0024,17,70945,19,345176,9
tcell,McGill0024,17,70945,N.data,1842165,61
tcell,McGill0025,17,51065,19,192302,9
tcell,McGill0025,17,51065,N.data,1248912,56
tcell,McGill0026,17,39069,19,208819,8
tcell,McGill0026,17,39069,N.data,835539,65
tcell,McGill0027,17,76026,19,303683,8
tcell,McGill0027,17,76026,N.data,2053051,86
tcell,McGill0028,17,74565,19,360837,9
tcell,McGill0028,17,74565,N.data,1851774,56
tcell,McGill0029,17,60311,19,284959,8
tcell,McGill0029,17,60311,N.data,1354110,55
tcell,McGill0102,17,56412,19,321576,10
tcell,McGill0102,17,56412,N.data,1176842,48
tcell,McGill0106,17,54949,19,252305,11
tcell,McGill0106,17,54949,N.data,1367779,69
tcell,McGill0107,17,71228,19,301287,9
tcell,McGill0107,17,71228,N.data,1643691,53
monocyte,McGill0001,17,68725,19,303059,11
monocyte,McGill0001,17,68725,N.data,1739674,67
monocyte,McGill0002,17,41164,19,190317,11
monocyte,McGill0002,17,41164,N.data,1131007,75
monocyte,McGill0079,17,47107,19,251765,10
monocyte,McGill0079,17,47107,N.data,1042469,57
monocyte,McGill0101,17,18496,19,106584,9
monocyte,McGill0101,17,18496,N.data,381381,49
monocyte,McGill0104,17,46300,19,249805,10
monocyte,McGill0104,17,46300,N.data,1024537,65
bcell,McGill0322,17,62412,19,332147,8
bcell,McGill0322,17,62412,N.data,1447128,58
tcell,McGill0004,18,17047,19,104475,10
tcell,McGill0004,18,17047,N.data,325555,43
tcell,McGill0005,18,19823,19,109731,8
tcell,McGill0005,18,19823,N.data,363727,41
tcell,McGill0007,18,19965,19,111014,8
tcell,McGill0007,18,19965,N.data,388451,42
tcell,McGill0008,18,17427,19,97392,7
tcell,McGill0008,18,17427,N.data,325456,47
tcell,McGill0009,18,26785,19,152385,8
tcell,McGill0009,18,26785,N.data,538803,56
tcell,McGill0011,18,22042,19,114516,8
tcell,McGill0011,18,22042,N.data,438561,51
tcell,McGill0024,18,25088,19,147836,6
tcell,McGill0024,18,25088,N.data,466040,42
tcell,McGill0025,18,14841,19,87619,7
tcell,McGill0025,18,14841,N.data,282860,44
tcell,McGill0026,18,13600,19,74937,7
tcell,McGill0026,18,13600,N.data,245279,44
tcell,McGill0027,18,22875,19,116029,6
tcell,McGill0027,18,22875,N.data,420447,38
tcell,McGill0028,18,21670,19,125123,7
tcell,McGill0028,18,21670,N.data,451268,46
tcell,McGill0029,18,18863,19,107864,7
tcell,McGill0029,18,18863,N.data,345544,41
tcell,McGill0102,18,24338,19,138457,9
tcell,McGill0102,18,24338,N.data,441482,35
tcell,McGill0106,18,20342,19,110134,8
tcell,McGill0106,18,20342,N.data,363755,36
tcell,McGill0107,18,21640,19,122802,9
tcell,McGill0107,18,21640,N.data,396507,43
monocyte,McGill0001,18,20750,19,119441,9
monocyte,McGill0001,18,20750,N.data,380585,48
monocyte,McGill0002,18,13204,19,75146,7
monocyte,McGill0002,18,13204,N.data,246132,47
monocyte,McGill0079,18,17994,19,107468,7
monocyte,McGill0079,18,17994,N.data,331004,41
monocyte,McGill0101,18,8854,19,54593,7
monocyte,McGill0101,18,8854,N.data,151684,39
monocyte,McGill0104,18,17820,19,110615,9
monocyte,McGill0104,18,17820,N.data,330514,38
bcell,McGill0322,18,21798,19,112747,6
bcell,McGill0322,18,21798,N.data,435893,42
tcell,McGill0004,19,73579,19,412403,7
tcell,McGill0004,19,73579,N.data,1672311,58
tcell,McGill0005,19,77215,19,421657,8
tcell,McGill0005,19,77215,N.data,1735023,52
tcell,McGill0007,19,79979,19,426185,7
tcell,McGill0007,19,79979,N.data,1849615,54
tcell,McGill0008,19,65165,19,361875,8
tcell,McGill0008,19,65165,N.data,1530443,67
tcell,McGill0009,19,107521,19,589422,8
tcell,McGill0009,19,107521,N.data,2440527,60
tcell,McGill0011,19,66811,19,364289,7
tcell,McGill0011,19,66811,N.data,1515602,57
tcell,McGill0024,19,113991,19,624908,8
tcell,McGill0024,19,113991,N.data,2448563,50
tcell,McGill0025,19,57577,19,316134,7
tcell,McGill0025,19,57577,N.data,1239610,49
tcell,McGill0026,19,55857,19,305501,7
tcell,McGill0026,19,55857,N.data,1135940,45
tcell,McGill0027,19,88560,19,491226,7
tcell,McGill0027,19,88560,N.data,2006211,55
tcell,McGill0028,19,95967,19,496232,7
tcell,McGill0028,19,95967,N.data,2172566,48
tcell,McGill0029,19,97757,19,548331,8
tcell,McGill0029,19,97757,N.data,2032978,40
tcell,McGill0102,19,97741,19,628198,8
tcell,McGill0102,19,97741,N.data,2195123,52
tcell,McGill0106,19,81345,19,447402,8
tcell,McGill0106,19,81345,N.data,1787674,50
tcell,McGill0107,19,108940,19,553076,8
tcell,McGill0107,19,108940,N.data,2256497,49
monocyte,McGill0001,19,59607,19,305813,7
monocyte,McGill0001,19,59607,N.data,1425498,61
monocyte,McGill0002,19,37877,19,185347,7
monocyte,McGill0002,19,37877,N.data,987799,70
monocyte,McGill0079,19,32316,19,161149,7
monocyte,McGill0079,19,32316,N.data,805693,62
monocyte,McGill0101,19,16814,19,97325,7
monocyte,McGill0101,19,16814,N.data,322553,49
monocyte,McGill0104,19,38959,19,190611,6
monocyte,McGill0104,19,38959,N.data,814738,51
bcell,McGill0322,19,84739,19,464305,8
bcell,McGill0322,19,84739,N.data,1850854,46
tcell,McGill0004,20,5688,19,42581,9
tcell,McGill0004,20,5688,N.data,92212,32
tcell,McGill0005,20,6190,19,42306,7
tcell,McGill0005,20,6190,N.data,108664,33
tcell,McGill0007,20,5717,19,40007,9
tcell,McGill0007,20,5717,N.data,87722,28
tcell,McGill0008,20,5152,19,36853,9
tcell,McGill0008,20,5152,N.data,81162,30
tcell,McGill0009,20,8065,19,58968,10
tcell,McGill0009,20,8065,N.data,132546,30
tcell,McGill0011,20,6769,19,54456,11
tcell,McGill0011,20,6769,N.data,117621,29
tcell,McGill0024,20,7867,19,51936,8
tcell,McGill0024,20,7867,N.data,125384,27
tcell,McGill0025,20,4312,19,33074,11
tcell,McGill0025,20,4312,N.data,70167,30
tcell,McGill0026,20,4433,19,32892,10
tcell,McGill0026,20,4433,N.data,68938,26
tcell,McGill0027,20,6411,19,45159,8
tcell,McGill0027,20,6411,N.data,103247,30
tcell,McGill0028,20,5519,19,39128,9
tcell,McGill0028,20,5519,N.data,85658,27
tcell,McGill0029,20,5914,19,42973,8
tcell,McGill0029,20,5914,N.data,101183,29
tcell,McGill0102,20,7098,19,49421,9
tcell,McGill0102,20,7098,N.data,113444,31
tcell,McGill0106,20,6265,19,47877,9
tcell,McGill0106,20,6265,N.data,103774,30
tcell,McGill0107,20,6603,19,46261,8
tcell,McGill0107,20,6603,N.data,107291,29
monocyte,McGill0001,20,7076,19,45788,7
monocyte,McGill0001,20,7076,N.data,114243,28
monocyte,McGill0002,20,5193,19,35380,8
monocyte,McGill0002,20,5193,N.data,84166,30
monocyte,McGill0079,20,8804,19,60842,8
monocyte,McGill0079,20,8804,N.data,143433,28
monocyte,McGill0101,20,3471,19,29273,10
monocyte,McGill0101,20,3471,N.data,58456,29
monocyte,McGill0104,20,6792,19,49790,9
monocyte,McGill0104,20,6792,N.data,112441,29
bcell,McGill0322,20,5701,19,38878,8
bcell,McGill0322,20,5701,N.data,90855,31
tcell,McGill0004,21,22095,19,132835,8
tcell,McGill0004,21,22095,N.data,408976,42
tcell,McGill0005,21,25166,19,140698,8
tcell,McGill0005,21,25166,N.data,545555,54
tcell,McGill0007,21,26591,19,151908,8
tcell,McGill0007,21,26591,N.data,588444,58
tcell,McGill0008,21,22118,19,135574,7
tcell,McGill0008,21,22118,N.data,437968,46
tcell,McGill0009,21,33833,19,188912,9
tcell,McGill0009,21,33833,N.data,680406,39
tcell,McGill0011,21,25789,19,130677,9
tcell,McGill0011,21,25789,N.data,734381,62
tcell,McGill0024,21,32209,19,179570,11
tcell,McGill0024,21,32209,N.data,643621,42
tcell,McGill0025,21,19535,19,112190,7
tcell,McGill0025,21,19535,N.data,381891,40
tcell,McGill0026,21,16821,19,97017,8
tcell,McGill0026,21,16821,N.data,328273,42
tcell,McGill0027,21,30159,19,163813,6
tcell,McGill0027,21,30159,N.data,603910,43
tcell,McGill0028,21,29334,19,144395,7
tcell,McGill0028,21,29334,N.data,577062,40
tcell,McGill0029,21,25208,19,134310,8
tcell,McGill0029,21,25208,N.data,464176,41
tcell,McGill0102,21,32267,19,171524,7
tcell,McGill0102,21,32267,N.data,631440,42
tcell,McGill0106,21,27575,19,149502,6
tcell,McGill0106,21,27575,N.data,542282,40
tcell,McGill0107,21,31293,19,180425,8
tcell,McGill0107,21,31293,N.data,592666,37
monocyte,McGill0001,21,28595,19,162078,6
monocyte,McGill0001,21,28595,N.data,550720,37
monocyte,McGill0002,21,20527,19,123398,9
monocyte,McGill0002,21,20527,N.data,421823,47
monocyte,McGill0079,21,22445,19,149182,9
monocyte,McGill0079,21,22445,N.data,476256,56
monocyte,McGill0101,21,10682,19,74146,9
monocyte,McGill0101,21,10682,N.data,200887,43
monocyte,McGill0104,21,21494,19,129332,7
monocyte,McGill0104,21,21494,N.data,407167,50
bcell,McGill0322,21,29526,19,145819,7
bcell,McGill0322,21,29526,N.data,576454,38
tcell,McGill0004,22,46463,19,269316,8
tcell,McGill0004,22,46463,N.data,1008206,44
tcell,McGill0005,22,51810,19,289962,8
tcell,McGill0005,22,51810,N.data,1270552,63
tcell,McGill0007,22,52144,19,268871,8
tcell,McGill0007,22,52144,N.data,1164687,51
tcell,McGill0008,22,44075,19,247345,9
tcell,McGill0008,22,44075,N.data,978058,58
tcell,McGill0009,22,66694,19,380453,9
tcell,McGill0009,22,66694,N.data,1549571,64
tcell,McGill0011,22,58428,19,326080,9
tcell,McGill0011,22,58428,N.data,1371357,65
tcell,McGill0024,22,62988,19,352928,8
tcell,McGill0024,22,62988,N.data,1304769,44
tcell,McGill0025,22,42515,19,223387,9
tcell,McGill0025,22,42515,N.data,856414,53
tcell,McGill0026,22,35700,19,199742,8
tcell,McGill0026,22,35700,N.data,728958,53
tcell,McGill0027,22,61312,19,330514,7
tcell,McGill0027,22,61312,N.data,1389480,49
tcell,McGill0028,22,55054,19,279357,9
tcell,McGill0028,22,55054,N.data,1179869,45
tcell,McGill0029,22,50245,19,296091,8
tcell,McGill0029,22,50245,N.data,1045257,43
tcell,McGill0102,22,59325,19,322725,7
tcell,McGill0102,22,59325,N.data,1270249,50
tcell,McGill0106,22,54509,19,297695,7
tcell,McGill0106,22,54509,N.data,1134621,49
tcell,McGill0107,22,59422,19,364107,8
tcell,McGill0107,22,59422,N.data,1234932,40
monocyte,McGill0001,22,61197,19,343069,8
monocyte,McGill0001,22,61197,N.data,1343164,53
monocyte,McGill0002,22,38403,19,230311,7
monocyte,McGill0002,22,38403,N.data,819551,48
monocyte,McGill0079,22,55709,19,335589,7
monocyte,McGill0079,22,55709,N.data,1147224,58
monocyte,McGill0101,22,26054,19,149574,9
monocyte,McGill0101,22,26054,N.data,521500,38
monocyte,McGill0104,22,54071,19,330171,8
monocyte,McGill0104,22,54071,N.data,1161559,47
bcell,McGill0322,22,58163,19,319813,8
bcell,McGill0322,22,58163,N.data,1248494,60
tcell,McGill0004,23,12245,19,70242,9
tcell,McGill0004,23,12245,N.data,225519,35
tcell,McGill0005,23,15831,19,94029,9
tcell,McGill0005,23,15831,N.data,302507,42
tcell,McGill0007,23,15278,19,86154,8
tcell,McGill0007,23,15278,N.data,280625,37
tcell,McGill0008,23,12783,19,68529,8
tcell,McGill0008,23,12783,N.data,234309,46
tcell,McGill0009,23,19401,19,110642,6
tcell,McGill0009,23,19401,N.data,353181,37
tcell,McGill0011,23,17300,19,104755,9
tcell,McGill0011,23,17300,N.data,336704,45
tcell,McGill0024,23,18609,19,108132,7
tcell,McGill0024,23,18609,N.data,349084,49
tcell,McGill0025,23,11496,19,59020,9
tcell,McGill0025,23,11496,N.data,203465,37
tcell,McGill0026,23,10021,19,57869,6
tcell,McGill0026,23,10021,N.data,167634,32
tcell,McGill0027,23,17328,19,103626,7
tcell,McGill0027,23,17328,N.data,338883,55
tcell,McGill0028,23,16380,19,79538,9
tcell,McGill0028,23,16380,N.data,309167,40
tcell,McGill0029,23,13026,19,78256,8
tcell,McGill0029,23,13026,N.data,240211,42
tcell,McGill0102,23,17362,19,101835,7
tcell,McGill0102,23,17362,N.data,303466,38
tcell,McGill0106,23,16381,19,88256,7
tcell,McGill0106,23,16381,N.data,289672,42
tcell,McGill0107,23,17717,19,93865,8
tcell,McGill0107,23,17717,N.data,312454,35
monocyte,McGill0001,23,19010,19,114146,8
monocyte,McGill0001,23,19010,N.data,380673,51
monocyte,McGill0002,23,11799,19,72622,8
monocyte,McGill0002,23,11799,N.data,220070,41
monocyte,McGill0079,23,18967,19,124535,9
monocyte,McGill0079,23,18967,N.data,343456,33
monocyte,McGill0101,23,7134,19,41395,5
monocyte,McGill0101,23,7134,N.data,130381,35
monocyte,McGill0104,23,15647,19,88601,6
monocyte,McGill0104,23,15647,N.data,277075,33
bcell,McGill0322,23,16661,19,89001,6
bcell,McGill0322,23,16661,N.data,291228,37
tcell,McGill0004,24,45918,19,261545,8
tcell,McGill0004,24,45918,N.data,916731,48
tcell,McGill0005,24,55001,19,306211,8
tcell,McGill0005,24,55001,N.data,1159688,55
tcell,McGill0007,24,53978,19,293138,7
tcell,McGill0007,24,53978,N.data,1175163,43
tcell,McGill0008,24,49954,19,295555,7
tcell,McGill0008,24,49954,N.data,1044254,42
tcell,McGill0009,24,74940,19,421727,7
tcell,McGill0009,24,74940,N.data,1593184,47
tcell,McGill0011,24,58293,19,328947,7
tcell,McGill0011,24,58293,N.data,1345107,53
tcell,McGill0024,24,73776,19,421656,8
tcell,McGill0024,24,73776,N.data,1512526,44
tcell,McGill0025,24,38215,19,206006,8
tcell,McGill0025,24,38215,N.data,818963,50
tcell,McGill0026,24,37247,19,214680,8
tcell,McGill0026,24,37247,N.data,759717,47
tcell,McGill0027,24,58763,19,324435,7
tcell,McGill0027,24,58763,N.data,1245982,45
tcell,McGill0028,24,62768,19,292999,8
tcell,McGill0028,24,62768,N.data,1329899,52
tcell,McGill0029,24,49279,19,267543,7
tcell,McGill0029,24,49279,N.data,969865,39
tcell,McGill0102,24,78635,19,457553,7
tcell,McGill0102,24,78635,N.data,1670393,43
tcell,McGill0106,24,61192,19,333131,7
tcell,McGill0106,24,61192,N.data,1245802,41
tcell,McGill0107,24,68395,19,366156,8
tcell,McGill0107,24,68395,N.data,1346689,44
bcell,McGill0322,24,68225,19,391589,7
bcell,McGill0322,24,68225,N.data,1401459,39
monocyte,McGill0001,24,52813,19,308216,6
monocyte,McGill0001,24,52813,N.data,1107224,45
monocyte,McGill0002,24,32808,19,186630,7
monocyte,McGill0002,24,32808,N.data,658115,46
monocyte,McGill0079,24,48843,19,249706,7
monocyte,McGill0079,24,48843,N.data,1032926,58
monocyte,McGill0101,24,17907,19,107970,7
monocyte,McGill0101,24,17907,N.data,328246,41
monocyte,McGill0104,24,45839,19,243925,7
monocyte,McGill0104,24,45839,N.data,897257,48
tcell,McGill0004,25,130946,19,722532,8
tcell,McGill0004,25,130946,N.data,3197095,58
tcell,McGill0005,25,161645,19,825753,8
tcell,McGill0005,25,161645,N.data,4318621,73
tcell,McGill0007,25,171328,19,923664,8
tcell,McGill0007,25,171328,N.data,4447014,75
tcell,McGill0008,25,128424,19,605328,8
tcell,McGill0008,25,128424,N.data,3429314,89
tcell,McGill0009,25,197493,19,1014911,8
tcell,McGill0009,25,197493,N.data,5103331,68
tcell,McGill0011,25,163442,19,766503,8
tcell,McGill0011,25,163442,N.data,4666564,70
tcell,McGill0024,25,176765,19,943033,8
tcell,McGill0024,25,176765,N.data,4351963,65
tcell,McGill0025,25,131564,19,711958,8
tcell,McGill0025,25,131564,N.data,3383669,63
tcell,McGill0026,25,98237,19,510499,9
tcell,McGill0026,25,98237,N.data,2450982,64
tcell,McGill0027,25,194318,19,1094053,8
tcell,McGill0027,25,194318,N.data,5020980,64
tcell,McGill0028,25,195161,19,1086946,8
tcell,McGill0028,25,195161,N.data,5251643,82
tcell,McGill0029,25,160362,19,1026814,9
tcell,McGill0029,25,160362,N.data,3953848,58
tcell,McGill0102,25,141381,19,770968,8
tcell,McGill0102,25,141381,N.data,3299327,57
tcell,McGill0106,25,139784,19,691175,8
tcell,McGill0106,25,139784,N.data,3267868,59
tcell,McGill0107,25,183150,19,1043104,8
tcell,McGill0107,25,183150,N.data,4577026,60
bcell,McGill0322,25,155685,19,796612,8
bcell,McGill0322,25,155685,N.data,4060323,66
monocyte,McGill0001,25,175264,19,963217,7
monocyte,McGill0001,25,175264,N.data,4344899,78
monocyte,McGill0002,25,102632,19,572041,7
monocyte,McGill0002,25,102632,N.data,2543666,63
monocyte,McGill0079,25,115416,19,633415,8
monocyte,McGill0079,25,115416,N.data,2792991,97
monocyte,McGill0101,25,49243,19,277855,7
monocyte,McGill0101,25,49243,N.data,1026366,53
monocyte,McGill0104,25,111457,19,613590,7
monocyte,McGill0104,25,111457,N.data,2586365,69
tcell,McGill0004,26,166328,19,797700,7
tcell,McGill0004,26,166328,N.data,4368306,61
tcell,McGill0005,26,197754,19,945862,7
tcell,McGill0005,26,197754,N.data,5552040,77
tcell,McGill0007,26,215103,19,989417,8
tcell,McGill0007,26,215103,N.data,6405094,78
tcell,McGill0008,26,158623,19,696684,7
tcell,McGill0008,26,158623,N.data,4902422,79
tcell,McGill0009,26,250345,19,1114140,7
tcell,McGill0009,26,250345,N.data,7313150,84
tcell,McGill0011,26,190254,19,809270,7
tcell,McGill0011,26,190254,N.data,6224272,100
tcell,McGill0024,26,228960,19,1047264,7
tcell,McGill0024,26,228960,N.data,5976425,63
tcell,McGill0025,26,159439,19,756261,7
tcell,McGill0025,26,159439,N.data,4625642,69
tcell,McGill0026,26,123226,19,547678,7
tcell,McGill0026,26,123226,N.data,4023310,111
tcell,McGill0027,26,240573,19,1221521,7
tcell,McGill0027,26,240573,N.data,7872020,117
tcell,McGill0028,26,251140,19,1142785,8
tcell,McGill0028,26,251140,N.data,7328735,87
tcell,McGill0029,26,211132,19,1099233,5
tcell,McGill0029,26,211132,N.data,5488646,66
tcell,McGill0102,26,185607,19,940616,8
tcell,McGill0102,26,185607,N.data,4950398,93
tcell,McGill0106,26,177242,19,816585,8
tcell,McGill0106,26,177242,N.data,5098795,118
tcell,McGill0107,26,238580,19,1142819,7
tcell,McGill0107,26,238580,N.data,6373856,77
monocyte,McGill0001,26,263169,19,1422429,7
monocyte,McGill0001,26,263169,N.data,6763933,58
monocyte,McGill0002,26,158377,19,831501,7
monocyte,McGill0002,26,158377,N.data,4023643,67
monocyte,McGill0079,26,181425,19,1000614,7
monocyte,McGill0079,26,181425,N.data,4157160,62
monocyte,McGill0101,26,104593,19,579878,6
monocyte,McGill0101,26,104593,N.data,2374376,58
monocyte,McGill0104,26,224520,19,1237479,6
monocyte,McGill0104,26,224520,N.data,5146963,61
bcell,McGill0322,26,195146,19,847680,8
bcell,McGill0322,26,195146,N.data,5842963,90
monocyte,McGill0001,27,77062,19,407095,6
monocyte,McGill0001,27,77062,N.data,1649266,50
monocyte,McGill0002,27,49310,19,262915,6
monocyte,McGill0002,27,49310,N.data,1006007,51
monocyte,McGill0079,27,52274,19,286264,6
monocyte,McGill0079,27,52274,N.data,1037955,53
monocyte,McGill0101,27,30999,19,170504,7
monocyte,McGill0101,27,30999,N.data,609847,42
monocyte,McGill0104,27,63164,19,357743,6
monocyte,McGill0104,27,63164,N.data,1247281,42
