N.data,n.segments,case,sum.splits,max.depth,max.segments
184,10,worst,1785,183,10
184,184,best.heuristic,1217,8,N.data
184,184,worst,16836,183,N.data
185,10,best.heuristic,535,8,10
185,10,worst,1795,184,10
185,185,best.heuristic,1225,8,N.data
185,185,worst,17020,184,N.data
186,10,best.heuristic,538,8,10
186,10,worst,1805,185,10
186,186,best.heuristic,1233,8,N.data
186,186,worst,17205,185,N.data
187,10,best.heuristic,540,8,10
187,10,worst,1815,186,10
187,187,best.heuristic,1241,8,N.data
187,187,worst,17391,186,N.data
188,10,best.heuristic,544,8,10
188,10,worst,1825,187,10
188,188,best.heuristic,1249,8,N.data
188,188,worst,17578,187,N.data
189,10,best.heuristic,546,8,10
189,10,worst,1835,188,10
189,189,best.heuristic,1257,8,N.data
189,189,worst,17766,188,N.data
190,10,best.heuristic,549,8,10
190,10,worst,1845,189,10
190,190,best.heuristic,1265,8,N.data
190,190,worst,17955,189,N.data
191,10,best.heuristic,551,8,10
191,10,worst,1855,190,10
191,191,best.heuristic,1273,8,N.data
191,191,worst,18145,190,N.data
192,10,best.heuristic,559,8,10
192,10,worst,1865,191,10
192,192,best.heuristic,1281,8,N.data
192,192,worst,18336,191,N.data
193,10,best.heuristic,561,8,10
193,10,worst,1875,192,10
193,193,best.heuristic,1289,8,N.data
193,193,worst,18528,192,N.data
194,10,best.heuristic,564,8,10
194,10,worst,1885,193,10
194,194,best.heuristic,1297,8,N.data
194,194,worst,18721,193,N.data
195,10,best.heuristic,566,8,10
195,10,worst,1895,194,10
195,195,best.heuristic,1305,8,N.data
195,195,worst,18915,194,N.data
196,10,best.heuristic,570,8,10
196,10,worst,1905,195,10
196,196,best.heuristic,1313,8,N.data
196,196,worst,19110,195,N.data
197,10,best.heuristic,572,8,10
197,10,worst,1915,196,10
197,197,best.heuristic,1321,8,N.data
197,197,worst,19306,196,N.data
198,10,best.heuristic,575,8,10
198,10,worst,1925,197,10
198,198,best.heuristic,1329,8,N.data
198,198,worst,19503,197,N.data
199,10,best.heuristic,577,8,10
199,10,worst,1935,198,10
199,199,best.heuristic,1337,8,N.data
199,199,worst,19701,198,N.data
200,10,best.heuristic,582,8,10
200,10,worst,1945,199,10
200,200,best.heuristic,1345,8,N.data
200,200,worst,19900,199,N.data
201,10,best.heuristic,584,8,10
201,10,worst,1955,200,10
201,201,best.heuristic,1353,8,N.data
201,201,worst,20100,200,N.data
202,10,best.heuristic,587,8,10
202,10,worst,1965,201,10
202,202,best.heuristic,1361,8,N.data
202,202,worst,20301,201,N.data
203,10,best.heuristic,589,8,10
203,10,worst,1975,202,10
203,203,best.heuristic,1369,8,N.data
203,203,worst,20503,202,N.data
204,10,best.heuristic,593,8,10
204,10,worst,1985,203,10
204,204,best.heuristic,1377,8,N.data
204,204,worst,20706,203,N.data
205,10,best.heuristic,595,8,10
205,10,worst,1995,204,10
205,205,best.heuristic,1385,8,N.data
205,205,worst,20910,204,N.data
206,10,best.heuristic,598,8,10
206,10,worst,2005,205,10
206,206,best.heuristic,1393,8,N.data
206,206,worst,21115,205,N.data
207,10,best.heuristic,600,8,10
207,10,worst,2015,206,10
207,207,best.heuristic,1401,8,N.data
207,207,worst,21321,206,N.data
208,10,best.heuristic,606,8,10
208,10,worst,2025,207,10
208,208,best.heuristic,1409,8,N.data
208,208,worst,21528,207,N.data
209,10,best.heuristic,608,8,10
209,10,worst,2035,208,10
209,209,best.heuristic,1417,8,N.data
209,209,worst,21736,208,N.data
210,10,best.heuristic,611,8,10
210,10,worst,2045,209,10
210,210,best.heuristic,1425,8,N.data
210,210,worst,21945,209,N.data
211,10,best.heuristic,613,8,10
211,10,worst,2055,210,10
211,211,best.heuristic,1433,8,N.data
211,211,worst,22155,210,N.data
212,10,best.heuristic,617,8,10
212,10,worst,2065,211,10
212,212,best.heuristic,1441,8,N.data
212,212,worst,22366,211,N.data
213,10,best.heuristic,619,8,10
213,10,worst,2075,212,10
213,213,best.heuristic,1449,8,N.data
213,213,worst,22578,212,N.data
214,10,best.heuristic,622,8,10
214,10,worst,2085,213,10
214,214,best.heuristic,1457,8,N.data
214,214,worst,22791,213,N.data
215,10,best.heuristic,624,8,10
215,10,worst,2095,214,10
215,215,best.heuristic,1465,8,N.data
215,215,worst,23005,214,N.data
216,10,best.heuristic,629,8,10
216,10,worst,2105,215,10
216,216,best.heuristic,1473,8,N.data
216,216,worst,23220,215,N.data
217,10,best.heuristic,631,8,10
217,10,worst,2115,216,10
217,217,best.heuristic,1481,8,N.data
217,217,worst,23436,216,N.data
218,10,best.heuristic,634,8,10
218,10,worst,2125,217,10
218,218,best.heuristic,1489,8,N.data
218,218,worst,23653,217,N.data
219,10,best.heuristic,636,8,10
219,10,worst,2135,218,10
219,219,best.heuristic,1497,8,N.data
219,219,worst,23871,218,N.data
220,10,best.heuristic,640,8,10
220,10,worst,2145,219,10
220,220,best.heuristic,1505,8,N.data
220,220,worst,24090,219,N.data
221,10,best.heuristic,642,8,10
221,10,worst,2155,220,10
221,221,best.heuristic,1513,8,N.data
221,221,worst,24310,220,N.data
222,10,best.heuristic,645,8,10
222,10,worst,2165,221,10
222,222,best.heuristic,1521,8,N.data
222,222,worst,24531,221,N.data
223,10,best.heuristic,647,8,10
223,10,worst,2175,222,10
223,223,best.heuristic,1529,8,N.data
223,223,worst,24753,222,N.data
224,10,best.heuristic,655,8,10
224,10,worst,2185,223,10
224,224,best.heuristic,1537,8,N.data
224,224,worst,24976,223,N.data
225,10,best.heuristic,657,8,10
225,10,worst,2195,224,10
225,225,best.heuristic,1545,8,N.data
225,225,worst,25200,224,N.data
226,10,best.heuristic,660,8,10
226,10,worst,2205,225,10
226,226,best.heuristic,1553,8,N.data
226,226,worst,25425,225,N.data
227,10,best.heuristic,662,8,10
227,10,worst,2215,226,10
227,227,best.heuristic,1561,8,N.data
227,227,worst,25651,226,N.data
228,10,best.heuristic,666,8,10
228,10,worst,2225,227,10
228,228,best.heuristic,1569,8,N.data
228,228,worst,25878,227,N.data
229,10,best.heuristic,668,8,10
229,10,worst,2235,228,10
229,229,best.heuristic,1577,8,N.data
229,229,worst,26106,228,N.data
230,10,best.heuristic,671,8,10
230,10,worst,2245,229,10
230,230,best.heuristic,1585,8,N.data
230,230,worst,26335,229,N.data
231,10,best.heuristic,673,8,10
231,10,worst,2255,230,10
231,231,best.heuristic,1593,8,N.data
231,231,worst,26565,230,N.data
232,10,best.heuristic,678,8,10
232,10,worst,2265,231,10
232,232,best.heuristic,1601,8,N.data
232,232,worst,26796,231,N.data
233,10,best.heuristic,680,8,10
233,10,worst,2275,232,10
233,233,best.heuristic,1609,8,N.data
233,233,worst,27028,232,N.data
234,10,best.heuristic,683,8,10
234,10,worst,2285,233,10
234,234,best.heuristic,1617,8,N.data
234,234,worst,27261,233,N.data
235,10,best.heuristic,685,8,10
235,10,worst,2295,234,10
235,235,best.heuristic,1625,8,N.data
235,235,worst,27495,234,N.data
236,10,best.heuristic,689,8,10
236,10,worst,2305,235,10
236,236,best.heuristic,1633,8,N.data
236,236,worst,27730,235,N.data
237,10,best.heuristic,691,8,10
237,10,worst,2315,236,10
237,237,best.heuristic,1641,8,N.data
237,237,worst,27966,236,N.data
238,10,best.heuristic,694,8,10
238,10,worst,2325,237,10
238,238,best.heuristic,1649,8,N.data
238,238,worst,28203,237,N.data
239,10,best.heuristic,696,8,10
239,10,worst,2335,238,10
239,239,best.heuristic,1657,8,N.data
239,239,worst,28441,238,N.data
240,10,best.heuristic,702,8,10
240,10,worst,2345,239,10
240,240,best.heuristic,1665,8,N.data
240,240,worst,28680,239,N.data
241,10,best.heuristic,704,8,10
241,10,worst,2355,240,10
241,241,best.heuristic,1673,8,N.data
241,241,worst,28920,240,N.data
242,10,best.heuristic,707,8,10
242,10,worst,2365,241,10
242,242,best.heuristic,1681,8,N.data
242,242,worst,29161,241,N.data
243,10,best.heuristic,709,8,10
243,10,worst,2375,242,10
243,243,best.heuristic,1689,8,N.data
243,243,worst,29403,242,N.data
244,10,best.heuristic,713,8,10
244,10,worst,2385,243,10
244,244,best.heuristic,1697,8,N.data
244,244,worst,29646,243,N.data
245,10,best.heuristic,715,8,10
245,10,worst,2395,244,10
245,245,best.heuristic,1705,8,N.data
245,245,worst,29890,244,N.data
246,10,best.heuristic,718,8,10
246,10,worst,2405,245,10
246,246,best.heuristic,1713,8,N.data
246,246,worst,30135,245,N.data
247,10,best.heuristic,720,8,10
247,10,worst,2415,246,10
247,247,best.heuristic,1721,8,N.data
247,247,worst,30381,246,N.data
248,10,best.heuristic,725,8,10
248,10,worst,2425,247,10
248,248,best.heuristic,1729,8,N.data
248,248,worst,30628,247,N.data
249,10,best.heuristic,727,8,10
249,10,worst,2435,248,10
249,249,best.heuristic,1737,8,N.data
249,249,worst,30876,248,N.data
250,10,best.heuristic,730,8,10
250,10,worst,2445,249,10
250,250,best.heuristic,1745,8,N.data
250,250,worst,31125,249,N.data
251,10,best.heuristic,732,8,10
251,10,worst,2455,250,10
251,251,best.heuristic,1753,8,N.data
251,251,worst,31375,250,N.data
252,10,best.heuristic,736,8,10
252,10,worst,2465,251,10
252,252,best.heuristic,1761,8,N.data
252,252,worst,31626,251,N.data
253,10,best.heuristic,738,8,10
253,10,worst,2475,252,10
253,253,best.heuristic,1769,8,N.data
253,253,worst,31878,252,N.data
254,10,best.heuristic,741,8,10
254,10,worst,2485,253,10
254,254,best.heuristic,1777,8,N.data
254,254,worst,32131,253,N.data
255,10,best.heuristic,743,8,10
255,10,worst,2495,254,10
255,255,best.heuristic,1785,8,N.data
255,255,worst,32385,254,N.data
256,10,best.heuristic,749,8,10
256,10,worst,2505,255,10
256,256,best.heuristic,1793,8,N.data
256,256,worst,32640,255,N.data
257,10,best.heuristic,751,8,10
257,10,worst,2515,256,10
257,257,best.heuristic,1802,9,N.data
257,257,worst,32896,256,N.data
258,10,best.heuristic,754,8,10
258,10,worst,2525,257,10
258,258,best.heuristic,1811,9,N.data
258,258,worst,33153,257,N.data
259,10,best.heuristic,756,8,10
259,10,worst,2535,258,10
259,259,best.heuristic,1820,9,N.data
259,259,worst,33411,258,N.data
260,10,best.heuristic,760,8,10
260,10,worst,2545,259,10
260,260,best.heuristic,1829,9,N.data
260,260,worst,33670,259,N.data
261,10,best.heuristic,762,8,10
261,10,worst,2555,260,10
261,261,best.heuristic,1838,9,N.data
261,261,worst,33930,260,N.data
262,10,best.heuristic,765,8,10
262,10,worst,2565,261,10
262,262,best.heuristic,1847,9,N.data
262,262,worst,34191,261,N.data
263,10,best.heuristic,767,8,10
263,10,worst,2575,262,10
263,263,best.heuristic,1856,9,N.data
263,263,worst,34453,262,N.data
264,10,best.heuristic,772,8,10
264,10,worst,2585,263,10
264,264,best.heuristic,1865,9,N.data
264,264,worst,34716,263,N.data
265,10,best.heuristic,774,8,10
265,10,worst,2595,264,10
265,265,best.heuristic,1874,9,N.data
265,265,worst,34980,264,N.data
266,10,best.heuristic,777,8,10
266,10,worst,2605,265,10
266,266,best.heuristic,1883,9,N.data
266,266,worst,35245,265,N.data
267,10,best.heuristic,779,8,10
267,10,worst,2615,266,10
267,267,best.heuristic,1892,9,N.data
267,267,worst,35511,266,N.data
268,10,best.heuristic,783,8,10
268,10,worst,2625,267,10
268,268,best.heuristic,1901,9,N.data
268,268,worst,35778,267,N.data
269,10,best.heuristic,785,8,10
269,10,worst,2635,268,10
269,269,best.heuristic,1910,9,N.data
269,269,worst,36046,268,N.data
270,10,best.heuristic,788,8,10
270,10,worst,2645,269,10
270,270,best.heuristic,1919,9,N.data
270,270,worst,36315,269,N.data
271,10,best.heuristic,790,8,10
271,10,worst,2655,270,10
271,271,best.heuristic,1928,9,N.data
271,271,worst,36585,270,N.data
272,10,best.heuristic,796,8,10
272,10,worst,2665,271,10
272,272,best.heuristic,1937,9,N.data
272,272,worst,36856,271,N.data
273,10,best.heuristic,798,8,10
273,10,worst,2675,272,10
273,273,best.heuristic,1946,9,N.data
273,273,worst,37128,272,N.data
274,10,best.heuristic,801,8,10
274,10,worst,2685,273,10
274,274,best.heuristic,1955,9,N.data
274,274,worst,37401,273,N.data
275,10,best.heuristic,803,8,10
275,10,worst,2695,274,10
275,275,best.heuristic,1964,9,N.data
275,275,worst,37675,274,N.data
276,10,best.heuristic,807,8,10
276,10,worst,2705,275,10
276,276,best.heuristic,1973,9,N.data
276,276,worst,37950,275,N.data
277,10,best.heuristic,809,8,10
277,10,worst,2715,276,10
277,277,best.heuristic,1982,9,N.data
277,277,worst,38226,276,N.data
278,10,best.heuristic,812,8,10
278,10,worst,2725,277,10
278,278,best.heuristic,1991,9,N.data
278,278,worst,38503,277,N.data
279,10,best.heuristic,814,8,10
279,10,worst,2735,278,10
279,279,best.heuristic,2000,9,N.data
279,279,worst,38781,278,N.data
280,10,best.heuristic,819,8,10
280,10,worst,2745,279,10
280,280,best.heuristic,2009,9,N.data
280,280,worst,39060,279,N.data
281,10,best.heuristic,821,8,10
281,10,worst,2755,280,10
281,281,best.heuristic,2018,9,N.data
281,281,worst,39340,280,N.data
282,10,best.heuristic,824,8,10
282,10,worst,2765,281,10
282,282,best.heuristic,2027,9,N.data
282,282,worst,39621,281,N.data
283,10,best.heuristic,826,8,10
283,10,worst,2775,282,10
283,283,best.heuristic,2036,9,N.data
283,283,worst,39903,282,N.data
284,10,best.heuristic,830,8,10
284,10,worst,2785,283,10
284,284,best.heuristic,2045,9,N.data
284,284,worst,40186,283,N.data
285,10,best.heuristic,832,8,10
285,10,worst,2795,284,10
285,285,best.heuristic,2054,9,N.data
285,285,worst,40470,284,N.data
286,10,best.heuristic,835,8,10
286,10,worst,2805,285,10
286,286,best.heuristic,2063,9,N.data
286,286,worst,40755,285,N.data
287,10,best.heuristic,837,8,10
287,10,worst,2815,286,10
287,287,best.heuristic,2072,9,N.data
287,287,worst,41041,286,N.data
288,10,best.heuristic,844,8,10
288,10,worst,2825,287,10
288,288,best.heuristic,2081,9,N.data
288,288,worst,41328,287,N.data
289,10,best.heuristic,846,8,10
289,10,worst,2835,288,10
289,289,best.heuristic,2090,9,N.data
289,289,worst,41616,288,N.data
290,10,best.heuristic,849,8,10
290,10,worst,2845,289,10
290,290,best.heuristic,2099,9,N.data
290,290,worst,41905,289,N.data
291,10,best.heuristic,851,8,10
291,10,worst,2855,290,10
291,291,best.heuristic,2108,9,N.data
291,291,worst,42195,290,N.data
292,10,best.heuristic,855,8,10
292,10,worst,2865,291,10
292,292,best.heuristic,2117,9,N.data
292,292,worst,42486,291,N.data
293,10,best.heuristic,857,8,10
293,10,worst,2875,292,10
293,293,best.heuristic,2126,9,N.data
293,293,worst,42778,292,N.data
294,10,best.heuristic,860,8,10
294,10,worst,2885,293,10
294,294,best.heuristic,2135,9,N.data
294,294,worst,43071,293,N.data
295,10,best.heuristic,862,8,10
295,10,worst,2895,294,10
295,295,best.heuristic,2144,9,N.data
295,295,worst,43365,294,N.data
296,10,best.heuristic,867,8,10
296,10,worst,2905,295,10
296,296,best.heuristic,2153,9,N.data
296,296,worst,43660,295,N.data
297,10,best.heuristic,869,8,10
297,10,worst,2915,296,10
297,297,best.heuristic,2162,9,N.data
297,297,worst,43956,296,N.data
298,10,best.heuristic,872,8,10
298,10,worst,2925,297,10
298,298,best.heuristic,2171,9,N.data
298,298,worst,44253,297,N.data
299,10,best.heuristic,874,8,10
299,10,worst,2935,298,10
299,299,best.heuristic,2180,9,N.data
299,299,worst,44551,298,N.data
300,10,best.heuristic,878,8,10
300,10,worst,2945,299,10
300,300,best.heuristic,2189,9,N.data
300,300,worst,44850,299,N.data
301,10,best.heuristic,880,8,10
301,10,worst,2955,300,10
301,301,best.heuristic,2198,9,N.data
301,301,worst,45150,300,N.data
302,10,best.heuristic,883,8,10
302,10,worst,2965,301,10
302,302,best.heuristic,2207,9,N.data
302,302,worst,45451,301,N.data
303,10,best.heuristic,885,8,10
303,10,worst,2975,302,10
303,303,best.heuristic,2216,9,N.data
303,303,worst,45753,302,N.data
304,10,best.heuristic,891,8,10
304,10,worst,2985,303,10
304,304,best.heuristic,2225,9,N.data
304,304,worst,46056,303,N.data
305,10,best.heuristic,893,8,10
305,10,worst,2995,304,10
305,305,best.heuristic,2234,9,N.data
305,305,worst,46360,304,N.data
306,10,best.heuristic,896,8,10
306,10,worst,3005,305,10
306,306,best.heuristic,2243,9,N.data
306,306,worst,46665,305,N.data
307,10,best.heuristic,898,8,10
307,10,worst,3015,306,10
307,307,best.heuristic,2252,9,N.data
307,307,worst,46971,306,N.data
308,10,best.heuristic,902,8,10
308,10,worst,3025,307,10
308,308,best.heuristic,2261,9,N.data
308,308,worst,47278,307,N.data
309,10,best.heuristic,904,8,10
309,10,worst,3035,308,10
309,309,best.heuristic,2270,9,N.data
309,309,worst,47586,308,N.data
311,10,best.heuristic,909,8,10
311,10,worst,3055,310,10
311,311,best.heuristic,2288,9,N.data
311,311,worst,48205,310,N.data
312,10,best.heuristic,914,8,10
312,10,worst,3065,311,10
312,312,best.heuristic,2297,9,N.data
312,312,worst,48516,311,N.data
313,10,best.heuristic,916,8,10
313,10,worst,3075,312,10
313,313,best.heuristic,2306,9,N.data
313,313,worst,48828,312,N.data
314,10,best.heuristic,919,8,10
314,10,worst,3085,313,10
314,314,best.heuristic,2315,9,N.data
314,314,worst,49141,313,N.data
315,10,best.heuristic,921,8,10
315,10,worst,3095,314,10
315,315,best.heuristic,2324,9,N.data
315,315,worst,49455,314,N.data
317,10,best.heuristic,927,8,10
317,10,worst,3115,316,10
317,317,best.heuristic,2342,9,N.data
317,317,worst,50086,316,N.data
318,10,best.heuristic,930,8,10
318,10,worst,3125,317,10
318,318,best.heuristic,2351,9,N.data
318,318,worst,50403,317,N.data
319,10,best.heuristic,932,8,10
319,10,worst,3135,318,10
319,319,best.heuristic,2360,9,N.data
319,319,worst,50721,318,N.data
320,10,best.heuristic,941,8,10
320,10,worst,3145,319,10
320,320,best.heuristic,2369,9,N.data
320,320,worst,51040,319,N.data
321,10,best.heuristic,943,8,10
321,10,worst,3155,320,10
321,321,best.heuristic,2378,9,N.data
321,321,worst,51360,320,N.data
322,10,best.heuristic,946,8,10
322,10,worst,3165,321,10
322,322,best.heuristic,2387,9,N.data
322,322,worst,51681,321,N.data
323,10,best.heuristic,948,8,10
323,10,worst,3175,322,10
323,323,best.heuristic,2396,9,N.data
323,323,worst,52003,322,N.data
324,10,best.heuristic,952,8,10
324,10,worst,3185,323,10
324,324,best.heuristic,2405,9,N.data
324,324,worst,52326,323,N.data
326,10,best.heuristic,957,8,10
326,10,worst,3205,325,10
326,326,best.heuristic,2423,9,N.data
326,326,worst,52975,325,N.data
328,10,best.heuristic,964,8,10
328,10,worst,3225,327,10
328,328,best.heuristic,2441,9,N.data
328,328,worst,53628,327,N.data
329,10,best.heuristic,966,8,10
329,10,worst,3235,328,10
329,329,best.heuristic,2450,9,N.data
329,329,worst,53956,328,N.data
330,10,best.heuristic,969,8,10
330,10,worst,3245,329,10
330,330,best.heuristic,2459,9,N.data
330,330,worst,54285,329,N.data
331,10,best.heuristic,971,8,10
331,10,worst,3255,330,10
331,331,best.heuristic,2468,9,N.data
331,331,worst,54615,330,N.data
332,10,best.heuristic,975,8,10
332,10,worst,3265,331,10
332,332,best.heuristic,2477,9,N.data
332,332,worst,54946,331,N.data
333,10,best.heuristic,977,8,10
333,10,worst,3275,332,10
333,333,best.heuristic,2486,9,N.data
333,333,worst,55278,332,N.data
337,10,best.heuristic,990,8,10
337,10,worst,3315,336,10
337,337,best.heuristic,2522,9,N.data
337,337,worst,56616,336,N.data
341,10,best.heuristic,1001,8,10
341,10,worst,3355,340,10
341,341,best.heuristic,2558,9,N.data
341,341,worst,57970,340,N.data
344,10,best.heuristic,1011,8,10
344,10,worst,3385,343,10
344,344,best.heuristic,2585,9,N.data
344,344,worst,58996,343,N.data
347,10,best.heuristic,1018,8,10
347,10,worst,3415,346,10
347,347,best.heuristic,2612,9,N.data
347,347,worst,60031,346,N.data
348,10,best.heuristic,1022,8,10
348,10,worst,3425,347,10
348,348,best.heuristic,2621,9,N.data
348,348,worst,60378,347,N.data
351,10,best.heuristic,1029,8,10
351,10,worst,3455,350,10
351,351,best.heuristic,2648,9,N.data
351,351,worst,61425,350,N.data
352,10,best.heuristic,1036,8,10
352,10,worst,3465,351,10
352,352,best.heuristic,2657,9,N.data
352,352,worst,61776,351,N.data
353,10,best.heuristic,1038,8,10
353,10,worst,3475,352,10
353,353,best.heuristic,2666,9,N.data
353,353,worst,62128,352,N.data
357,10,best.heuristic,1049,8,10
357,10,worst,3515,356,10
357,357,best.heuristic,2702,9,N.data
357,357,worst,63546,356,N.data
359,10,best.heuristic,1054,8,10
359,10,worst,3535,358,10
359,359,best.heuristic,2720,9,N.data
359,359,worst,64261,358,N.data
360,10,best.heuristic,1059,8,10
360,10,worst,3545,359,10
360,360,best.heuristic,2729,9,N.data
360,360,worst,64620,359,N.data
361,10,best.heuristic,1061,8,10
361,10,worst,3555,360,10
361,361,best.heuristic,2738,9,N.data
361,361,worst,64980,360,N.data
366,10,best.heuristic,1075,8,10
366,10,worst,3605,365,10
366,366,best.heuristic,2783,9,N.data
366,366,worst,66795,365,N.data
367,10,best.heuristic,1077,8,10
367,10,worst,3615,366,10
367,367,best.heuristic,2792,9,N.data
367,367,worst,67161,366,N.data
369,10,best.heuristic,1085,8,10
369,10,worst,3635,368,10
369,369,best.heuristic,2810,9,N.data
369,369,worst,67896,368,N.data
373,10,best.heuristic,1096,8,10
373,10,worst,3675,372,10
373,373,best.heuristic,2846,9,N.data
373,373,worst,69378,372,N.data
374,10,best.heuristic,1099,8,10
374,10,worst,3685,373,10
374,374,best.heuristic,2855,9,N.data
374,374,worst,69751,373,N.data
376,10,best.heuristic,1106,8,10
376,10,worst,3705,375,10
376,376,best.heuristic,2873,9,N.data
376,376,worst,70500,375,N.data
377,10,best.heuristic,1108,8,10
377,10,worst,3715,376,10
377,377,best.heuristic,2882,9,N.data
377,377,worst,70876,376,N.data
378,10,best.heuristic,1111,8,10
378,10,worst,3725,377,10
378,378,best.heuristic,2891,9,N.data
378,378,worst,71253,377,N.data
379,10,best.heuristic,1113,8,10
379,10,worst,3735,378,10
379,379,best.heuristic,2900,9,N.data
379,379,worst,71631,378,N.data
380,10,best.heuristic,1117,8,10
380,10,worst,3745,379,10
380,380,best.heuristic,2909,9,N.data
380,380,worst,72010,379,N.data
381,10,best.heuristic,1119,8,10
381,10,worst,3755,380,10
381,381,best.heuristic,2918,9,N.data
381,381,worst,72390,380,N.data
382,10,best.heuristic,1122,8,10
382,10,worst,3765,381,10
382,382,best.heuristic,2927,9,N.data
382,382,worst,72771,381,N.data
383,10,best.heuristic,1124,8,10
383,10,worst,3775,382,10
383,383,best.heuristic,2936,9,N.data
383,383,worst,73153,382,N.data
384,10,best.heuristic,1132,9,10
384,10,worst,3785,383,10
384,384,best.heuristic,2945,9,N.data
384,384,worst,73536,383,N.data
385,10,best.heuristic,1134,9,10
385,10,worst,3795,384,10
385,385,best.heuristic,2954,9,N.data
385,385,worst,73920,384,N.data
386,10,best.heuristic,1137,9,10
386,10,worst,3805,385,10
386,386,best.heuristic,2963,9,N.data
386,386,worst,74305,385,N.data
387,10,best.heuristic,1139,9,10
387,10,worst,3815,386,10
387,387,best.heuristic,2972,9,N.data
387,387,worst,74691,386,N.data
388,10,best.heuristic,1143,9,10
388,10,worst,3825,387,10
388,388,best.heuristic,2981,9,N.data
388,388,worst,75078,387,N.data
389,10,best.heuristic,1145,9,10
389,10,worst,3835,388,10
389,389,best.heuristic,2990,9,N.data
389,389,worst,75466,388,N.data
390,10,best.heuristic,1148,9,10
390,10,worst,3845,389,10
390,390,best.heuristic,2999,9,N.data
390,390,worst,75855,389,N.data
391,10,best.heuristic,1150,9,10
391,10,worst,3855,390,10
391,391,best.heuristic,3008,9,N.data
391,391,worst,76245,390,N.data
393,10,best.heuristic,1157,9,10
393,10,worst,3875,392,10
393,393,best.heuristic,3026,9,N.data
393,393,worst,77028,392,N.data
394,10,best.heuristic,1160,9,10
394,10,worst,3885,393,10
394,394,best.heuristic,3035,9,N.data
394,394,worst,77421,393,N.data
395,10,best.heuristic,1162,9,10
395,10,worst,3895,394,10
395,395,best.heuristic,3044,9,N.data
395,395,worst,77815,394,N.data
396,10,best.heuristic,1166,9,10
396,10,worst,3905,395,10
396,396,best.heuristic,3053,9,N.data
396,396,worst,78210,395,N.data
397,10,best.heuristic,1168,9,10
397,10,worst,3915,396,10
397,397,best.heuristic,3062,9,N.data
397,397,worst,78606,396,N.data
399,10,best.heuristic,1173,9,10
399,10,worst,3935,398,10
399,399,best.heuristic,3080,9,N.data
399,399,worst,79401,398,N.data
400,10,best.heuristic,1179,9,10
400,10,worst,3945,399,10
400,400,best.heuristic,3089,9,N.data
400,400,worst,79800,399,N.data
402,10,best.heuristic,1184,9,10
402,10,worst,3965,401,10
402,402,best.heuristic,3107,9,N.data
402,402,worst,80601,401,N.data
403,10,best.heuristic,1186,9,10
403,10,worst,3975,402,10
403,403,best.heuristic,3116,9,N.data
403,403,worst,81003,402,N.data
404,10,best.heuristic,1190,9,10
404,10,worst,3985,403,10
404,404,best.heuristic,3125,9,N.data
404,404,worst,81406,403,N.data
405,10,best.heuristic,1192,9,10
405,10,worst,3995,404,10
405,405,best.heuristic,3134,9,N.data
405,405,worst,81810,404,N.data
406,10,best.heuristic,1195,9,10
406,10,worst,4005,405,10
406,406,best.heuristic,3143,9,N.data
406,406,worst,82215,405,N.data
407,10,best.heuristic,1197,9,10
407,10,worst,4015,406,10
407,407,best.heuristic,3152,9,N.data
407,407,worst,82621,406,N.data
408,10,best.heuristic,1202,9,10
408,10,worst,4025,407,10
408,408,best.heuristic,3161,9,N.data
408,408,worst,83028,407,N.data
409,10,best.heuristic,1204,9,10
409,10,worst,4035,408,10
409,409,best.heuristic,3170,9,N.data
409,409,worst,83436,408,N.data
410,10,best.heuristic,1207,9,10
410,10,worst,4045,409,10
410,410,best.heuristic,3179,9,N.data
410,410,worst,83845,409,N.data
411,10,best.heuristic,1209,9,10
411,10,worst,4055,410,10
411,411,best.heuristic,3188,9,N.data
411,411,worst,84255,410,N.data
412,10,best.heuristic,1213,9,10
412,10,worst,4065,411,10
412,412,best.heuristic,3197,9,N.data
412,412,worst,84666,411,N.data
413,10,best.heuristic,1215,9,10
413,10,worst,4075,412,10
413,413,best.heuristic,3206,9,N.data
413,413,worst,85078,412,N.data
414,10,best.heuristic,1218,9,10
414,10,worst,4085,413,10
414,414,best.heuristic,3215,9,N.data
414,414,worst,85491,413,N.data
415,10,best.heuristic,1220,9,10
415,10,worst,4095,414,10
415,415,best.heuristic,3224,9,N.data
415,415,worst,85905,414,N.data
416,10,best.heuristic,1227,9,10
416,10,worst,4105,415,10
416,416,best.heuristic,3233,9,N.data
416,416,worst,86320,415,N.data
420,10,best.heuristic,1238,9,10
420,10,worst,4145,419,10
420,420,best.heuristic,3269,9,N.data
420,420,worst,87990,419,N.data
422,10,best.heuristic,1243,9,10
422,10,worst,4165,421,10
422,422,best.heuristic,3287,9,N.data
422,422,worst,88831,421,N.data
424,10,best.heuristic,1250,9,10
424,10,worst,4185,423,10
424,424,best.heuristic,3305,9,N.data
424,424,worst,89676,423,N.data
425,10,best.heuristic,1252,9,10
425,10,worst,4195,424,10
425,425,best.heuristic,3314,9,N.data
425,425,worst,90100,424,N.data
427,10,best.heuristic,1257,9,10
427,10,worst,4215,426,10
427,427,best.heuristic,3332,9,N.data
427,427,worst,90951,426,N.data
428,10,best.heuristic,1261,9,10
428,10,worst,4225,427,10
428,428,best.heuristic,3341,9,N.data
428,428,worst,91378,427,N.data
429,10,best.heuristic,1263,9,10
429,10,worst,4235,428,10
429,429,best.heuristic,3350,9,N.data
