profile.id,chromosome,N.data,max.segments,sum.splits,max.depth
510,7,116,10,465,5
510,7,116,N.data,881,14
510,8,124,10,634,7
510,8,124,N.data,1141,16
510,9,120,10,637,7
510,9,120,N.data,1210,19
510,X,122,10,541,6
510,X,122,N.data,960,13
510,Y,11,10,33,5
510,Y,11,N.data,33,6
511,1,647,10,2492,4
511,1,647,N.data,8108,26
511,10,232,10,1376,7
511,10,232,N.data,2506,20
511,11,233,10,1133,6
511,11,233,N.data,2329,17
511,12,291,10,1469,6
511,12,291,N.data,3012,18
511,13,157,10,670,5
511,13,157,N.data,1424,16
511,14,151,10,660,4
511,14,151,N.data,1194,14
511,15,136,10,896,8
511,15,136,N.data,1366,20
511,16,151,10,800,6
511,16,151,N.data,1479,18
511,17,248,10,1303,8
511,17,248,N.data,3367,24
511,18,129,10,607,5
511,18,129,N.data,1215,20
511,19,95,10,477,5
511,19,95,N.data,711,13
511,2,411,10,2203,5
511,2,411,N.data,5045,25
511,20,136,10,578,7
511,20,136,N.data,1181,16
511,21,68,10,356,5
511,21,68,N.data,535,17
511,22,102,10,430,5
511,22,102,N.data,757,14
511,3,385,10,1853,6
511,3,385,N.data,4072,20
511,4,318,10,1679,6
511,4,318,N.data,3676,24
511,5,303,10,1629,6
511,5,303,N.data,3584,23
511,6,273,10,1332,5
511,6,273,N.data,3852,23
511,7,234,10,1701,8
511,7,234,N.data,2938,23
511,8,295,10,1325,7
511,8,295,N.data,3288,23
511,9,193,10,818,6
511,9,193,N.data,1852,19
511,X,224,10,1060,5
511,X,224,N.data,2277,22
511,Y,42,10,229,7
511,Y,42,N.data,292,15
512,1,5619,10,27698,6
512,1,5619,N.data,95893,37
512,10,3291,10,14600,4
512,10,3291,N.data,51705,37
512,11,3256,10,15288,9
512,11,3256,N.data,48064,32
512,12,3249,10,14596,6
512,12,3249,N.data,49844,30
512,13,2390,10,10220,5
512,13,2390,N.data,35737,33
512,14,2205,10,9908,5
512,14,2205,N.data,31888,28
512,15,2037,10,9144,4
512,15,2037,N.data,30867,38
512,16,1956,10,10737,7
512,16,1956,N.data,30954,29
512,17,1948,10,10700,6
512,17,1948,N.data,28720,28
512,18,1865,10,9807,6
512,18,1865,N.data,25914,29
512,19,1385,10,6407,5
512,19,1385,N.data,18347,27
512,2,5937,10,30273,7
512,2,5937,N.data,97321,33
512,20,1488,10,7945,7
512,20,1488,N.data,21800,30
512,21,849,10,3587,6
512,21,849,N.data,10577,26
512,22,870,10,4957,9
512,22,870,N.data,12141,30
512,3,4858,10,25122,5
512,3,4858,N.data,79017,33
512,4,4673,10,24413,5
512,4,4673,N.data,80725,35
512,5,4429,10,22665,6
512,5,4429,N.data,73686,31
512,6,4184,10,19824,6
512,6,4184,N.data,66278,31
512,7,3869,10,19183,6
512,7,3869,N.data,62250,31
512,8,3559,10,14586,6
512,8,3559,N.data,57373,32
512,9,3012,10,12823,6
512,9,3012,N.data,44940,31
512,X,3775,10,19633,6
512,X,3775,N.data,70110,44
512,Y,635,10,3187,5
512,Y,635,N.data,8034,27
513,1,643,10,2688,5
513,1,643,N.data,7964,22
513,10,232,10,933,5
513,10,232,N.data,2304,20
513,11,232,10,943,6
513,11,232,N.data,2068,19
513,12,294,10,1274,6
513,12,294,N.data,2901,19
513,13,154,10,702,5
513,13,154,N.data,1247,15
513,14,152,10,771,5
513,14,152,N.data,1485,16
513,15,133,10,801,7
513,15,133,N.data,1298,16
513,16,148,10,434,7
513,16,148,N.data,1140,17
513,17,248,10,776,6
513,17,248,N.data,2354,16
513,18,129,10,613,6
513,18,129,N.data,1051,16
513,19,92,10,579,6
513,19,92,N.data,880,17
513,2,407,10,1511,7
513,2,407,N.data,4460,19
513,20,135,10,697,6
513,20,135,N.data,1143,15
513,21,69,10,317,5
513,21,69,N.data,505,15
513,22,99,10,395,5
513,22,99,N.data,802,17
513,3,380,10,2115,8
513,3,380,N.data,5006,29
513,4,315,10,1470,6
513,4,315,N.data,3776,22
513,5,304,10,1272,6
513,5,304,N.data,3431,21
513,6,270,10,1261,4
513,6,270,N.data,3625,22
513,7,230,10,868,4
513,7,230,N.data,2055,18
513,8,298,10,1386,5
513,8,298,N.data,3295,21
513,9,184,10,899,6
513,9,184,N.data,1944,20
513,X,225,10,910,6
513,X,225,N.data,1913,15
513,Y,43,10,205,7
513,Y,43,N.data,251,10
515,1,647,10,2958,5
515,1,647,N.data,8666,27
515,10,232,10,1270,7
515,10,232,N.data,2817,25
515,11,234,10,978,6
515,11,234,N.data,2410,20
515,12,294,10,1878,7
515,12,294,N.data,3695,21
515,13,155,10,756,6
515,13,155,N.data,1440,17
515,14,154,10,1085,8
515,14,154,N.data,1889,23
515,15,134,10,745,6
515,15,134,N.data,1207,15
515,16,149,10,643,5
515,16,149,N.data,1176,16
515,17,248,10,1111,5
515,17,248,N.data,2221,18
515,18,129,10,419,7
515,18,129,N.data,1008,15
515,19,94,10,365,5
515,19,94,N.data,594,11
515,2,412,10,2156,5
515,2,412,N.data,5102,26
515,20,138,10,508,8
515,20,138,N.data,1434,19
515,21,68,10,336,6
515,21,68,N.data,470,11
515,22,101,10,478,6
515,22,101,N.data,804,13
515,3,388,10,1575,5
515,3,388,N.data,6056,35
515,4,319,10,1673,5
515,4,319,N.data,4214,24
515,5,303,10,1824,6
515,5,303,N.data,3516,21
515,6,272,10,1700,6
515,6,272,N.data,4012,32
515,7,233,10,1035,7
515,7,233,N.data,2273,20
515,8,302,10,1539,5
515,8,302,N.data,3569,21
515,9,192,10,1171,7
515,9,192,N.data,2145,19
515,X,226,10,1210,6
515,X,226,N.data,2275,23
515,Y,43,10,219,6
515,Y,43,N.data,270,10
516,1,654,10,2719,4
516,1,654,N.data,7263,21
516,10,231,10,867,4
516,10,231,N.data,2219,17
516,11,240,10,1212,6
516,11,240,N.data,2499,20
516,12,295,10,1575,9
516,12,295,N.data,3174,22
516,13,158,10,767,6
516,13,158,N.data,1429,15
516,14,153,10,1108,7
516,14,153,N.data,2118,24
516,15,136,10,785,6
516,15,136,N.data,1391,18
516,16,146,10,808,6
516,16,146,N.data,1292,16
516,17,247,10,1576,7
516,17,247,N.data,2681,18
516,18,127,10,600,6
516,18,127,N.data,1030,16
516,19,95,10,438,6
516,19,95,N.data,704,14
516,2,415,10,2104,5
516,2,415,N.data,5945,31
516,20,136,10,531,6
516,20,136,N.data,1018,15
516,21,68,10,370,5
516,21,68,N.data,563,15
516,22,106,10,377,6
516,22,106,N.data,808,15
516,3,383,10,2362,7
516,3,383,N.data,5191,33
516,4,321,10,1551,5
516,4,321,N.data,3700,21
516,5,309,10,1754,5
516,5,309,N.data,3871,21
516,6,276,10,1358,5
516,6,276,N.data,3032,26
516,7,228,10,1156,6
516,7,228,N.data,2271,18
516,8,302,10,1256,6
516,8,302,N.data,3001,19
516,9,195,10,980,6
516,9,195,N.data,2142,21
516,X,225,10,940,4
516,X,225,N.data,2172,19
516,Y,42,10,160,5
516,Y,42,N.data,243,13
519,1,646,10,2992,4
519,1,646,N.data,8539,29
519,10,231,10,1448,7
519,10,231,N.data,2594,21
519,11,232,10,1032,5
519,11,232,N.data,2185,19
519,12,294,10,2741,9
519,12,294,N.data,4956,29
519,13,157,10,792,7
519,13,157,N.data,1387,15
519,14,153,10,1227,8
519,14,153,N.data,2080,24
519,15,134,10,561,4
519,15,134,N.data,1023,15
519,16,150,10,725,5
519,16,150,N.data,1291,14
519,17,245,10,976,5
519,17,245,N.data,2236,20
519,18,128,10,616,5
519,18,128,N.data,1010,13
519,19,93,10,418,6
519,19,93,N.data,678,13
519,2,414,10,2813,8
519,2,414,N.data,5783,28
519,20,138,10,631,6
519,20,138,N.data,1169,17
519,21,68,10,265,4
519,21,68,N.data,451,14
519,22,102,10,447,5
519,22,102,N.data,778,15
519,3,388,10,2420,7
519,3,388,N.data,4736,22
519,4,317,10,1853,6
519,4,317,N.data,4092,24
519,5,303,10,1820,6
519,5,303,N.data,3551,21
519,6,272,10,1703,7
519,6,272,N.data,3621,26
519,7,233,10,1109,6
519,7,233,N.data,2271,16
519,8,300,10,1175,5
519,8,300,N.data,3381,22
519,9,193,10,791,6
519,9,193,N.data,1605,14
519,X,225,10,981,5
519,X,225,N.data,2344,22
519,Y,43,10,199,7
519,Y,43,N.data,254,13
52,1,642,10,2281,5
52,1,642,N.data,7758,28
52,10,230,10,1118,5
52,10,230,N.data,2681,24
52,11,234,10,876,6
52,11,234,N.data,2323,21
52,12,291,10,1573,7
52,12,291,N.data,3355,27
52,13,156,10,678,5
52,13,156,N.data,1419,16
52,14,152,10,909,7
52,14,152,N.data,1742,21
52,15,135,10,459,5
52,15,135,N.data,1176,19
52,16,150,10,705,4
52,16,150,N.data,1637,20
52,17,248,10,1014,4
52,17,248,N.data,2256,16
52,18,129,10,398,5
52,18,129,N.data,997,17
52,19,94,10,434,6
52,19,94,N.data,697,14
52,2,411,10,1496,5
52,2,411,N.data,4374,19
52,20,137,10,514,7
52,20,137,N.data,1616,22
52,21,69,10,304,5
52,21,69,N.data,463,11
52,22,102,10,425,5
52,22,102,N.data,704,12
52,3,390,10,2285,6
52,3,390,N.data,4659,23
52,4,322,10,1621,8
52,4,322,N.data,3681,20
52,5,304,10,1310,4
52,5,304,N.data,3345,20
52,6,275,10,1372,8
52,6,275,N.data,3674,24
52,7,233,10,1135,5
52,7,233,N.data,2560,23
52,8,300,10,1589,5
52,8,300,N.data,3357,20
52,9,191,10,840,6
52,9,191,N.data,1776,20
52,X,222,10,895,5
52,X,222,N.data,2622,23
52,Y,43,10,213,8
52,Y,43,N.data,307,13
520,1,5612,10,27688,5
520,1,5612,N.data,99961,44
520,10,3286,10,15873,7
520,10,3286,N.data,55451,34
520,11,3256,10,17568,7
520,11,3256,N.data,54514,36
520,12,3247,10,15225,6
520,12,3247,N.data,50920,33
520,13,2387,10,13235,7
520,13,2387,N.data,38396,31
520,14,2199,10,10275,5
520,14,2199,N.data,31380,32
520,15,2036,10,11139,6
520,15,2036,N.data,31883,34
520,16,1951,10,9732,5
520,16,1951,N.data,28431,31
520,17,1946,10,11152,6
520,17,1946,N.data,31148,36
520,18,1865,10,9867,6
520,18,1865,N.data,27702,27
520,19,1383,10,6066,5
520,19,1383,N.data,22465,31
520,2,5933,10,31115,6
520,2,5933,N.data,106609,38
520,20,1485,10,7133,5
520,20,1485,N.data,20507,29
520,21,849,10,3715,5
520,21,849,N.data,13707,34
520,22,869,10,4992,7
520,22,869,N.data,13672,29
520,3,4854,10,21909,4
520,3,4854,N.data,75641,33
520,4,4667,10,25778,5
520,4,4667,N.data,91487,44
520,5,4424,10,21404,4
520,5,4424,N.data,84155,49
520,6,4179,10,20222,5
520,6,4179,N.data,68120,34
520,7,3859,10,22596,7
520,7,3859,N.data,63049,37
520,8,3556,10,19342,7
520,8,3556,N.data,59108,34
520,9,3009,10,13857,5
520,9,3009,N.data,47432,34
520,X,3771,10,15027,7
520,X,3771,N.data,62290,37
520,Y,635,10,3322,6
520,Y,635,N.data,8768,28
521,1,647,10,3121,6
521,1,647,N.data,7616,22
521,10,233,10,1259,6
521,10,233,N.data,2418,18
521,11,234,10,992,6
521,11,234,N.data,2070,17
521,12,292,10,1328,5
521,12,292,N.data,2626,15
521,13,156,10,790,6
521,13,156,N.data,1340,17
521,14,153,10,1073,7
521,14,153,N.data,1742,21
521,15,136,10,560,6
521,15,136,N.data,1009,13
521,16,150,10,775,6
521,16,150,N.data,1393,18
521,17,248,10,1226,6
521,17,248,N.data,2488,18
521,18,129,10,722,6
521,18,129,N.data,1089,15
521,19,93,10,376,5
521,19,93,N.data,616,13
521,2,411,10,1973,8
521,2,411,N.data,4373,18
521,20,137,10,555,5
521,20,137,N.data,962,12
521,21,69,10,294,6
521,21,69,N.data,427,11
521,22,102,10,304,6
521,22,102,N.data,721,14
521,3,388,10,1988,6
521,3,388,N.data,3969,21
521,4,320,10,1833,6
521,4,320,N.data,4465,28
521,5,306,10,1459,5
521,5,306,N.data,3079,20
521,6,275,10,1332,7
521,6,275,N.data,2897,20
521,7,232,10,1062,9
521,7,232,N.data,2273,18
521,8,302,10,1586,7
521,8,302,N.data,3258,22
521,9,193,10,848,6
521,9,193,N.data,1697,16
521,X,227,10,1020,5
521,X,227,N.data,2228,20
521,Y,43,10,194,6
521,Y,43,N.data,240,10
522,1,637,10,2937,5
522,1,637,N.data,7843,29
522,10,230,10,1333,8
522,10,230,N.data,2456,17
522,11,234,10,1029,5
522,11,234,N.data,2258,19
522,12,287,10,1404,5
522,12,287,N.data,2943,24
522,13,157,10,619,5
522,13,157,N.data,1304,15
522,14,151,10,747,5
522,14,151,N.data,1393,17
522,15,132,10,908,7
522,15,132,N.data,1476,19
522,16,146,10,691,5
522,16,146,N.data,1298,18
522,17,242,10,1016,6
522,17,242,N.data,2135,17
522,18,125,10,642,5
522,18,125,N.data,1184,18
522,19,90,10,447,7
522,19,90,N.data,709,14
522,2,407,10,1816,4
522,2,407,N.data,4582,21
522,20,136,10,665,5
522,20,136,N.data,1154,15
522,21,68,10,254,6
522,21,68,N.data,440,11
522,22,101,10,418,6
522,22,101,N.data,829,14
522,3,382,10,1399,6
522,3,382,N.data,3862,18
522,4,313,10,1148,5
522,4,313,N.data,3094,16
522,5,300,10,1390,4
522,5,300,N.data,3724,28
522,6,272,10,1499,5
522,6,272,N.data,3249,19
522,7,231,10,1268,7
522,7,231,N.data,2286,18
522,8,299,10,1528,8
522,8,299,N.data,3052,17
522,9,185,10,687,6
522,9,185,N.data,1546,15
522,X,225,10,1017,4
522,X,225,N.data,2046,18
522,Y,43,10,194,7
522,Y,43,N.data,246,10
523,1,611,10,3011,6
523,1,611,N.data,7017,25
523,10,229,10,1113,5
523,10,229,N.data,2368,19
523,11,228,10,990,5
523,11,228,N.data,2102,18
523,12,287,10,1547,5
523,12,287,N.data,3350,26
523,13,156,10,832,6
523,13,156,N.data,1338,16
523,14,149,10,847,5
523,14,149,N.data,1609,20
523,15,134,10,639,6
523,15,134,N.data,1178,16
523,16,144,10,811,5
523,16,144,N.data,1402,16
523,17,243,10,1050,4
523,17,243,N.data,2214,19
523,18,126,10,535,4
523,18,126,N.data,1164,18
523,19,89,10,375,5
523,19,89,N.data,685,18
523,2,409,10,2220,7
523,2,409,N.data,5496,30
523,20,136,10,756,7
523,20,136,N.data,1183,19
523,21,68,10,343,5
523,21,68,N.data,465,12
523,22,92,10,417,5
523,22,92,N.data,719,15
523,3,378,10,1933,6
523,3,378,N.data,4045,20
523,4,315,10,1215,6
523,4,315,N.data,3758,23
523,5,300,10,1292,7
523,5,300,N.data,3090,19
523,6,271,10,1273,6
523,6,271,N.data,3101,21
523,7,232,10,1137,7
523,7,232,N.data,2275,19
523,8,293,10,1181,5
523,8,293,N.data,3208,18
523,9,188,10,697,6
523,9,188,N.data,1640,15
523,X,227,10,936,4
523,X,227,N.data,2274,18
523,Y,42,10,157,4
523,Y,42,N.data,217,9
524,1,5612,10,29588,7
524,1,5612,N.data,120335,53
524,10,3287,10,23250,7
524,10,3287,N.data,72491,49
524,11,3250,10,15431,6
524,11,3250,N.data,55218,38
524,12,3241,10,14910,4
524,12,3241,N.data,60064,40
524,13,2385,10,11408,6
524,13,2385,N.data,53904,45
524,14,2203,10,9365,5
524,14,2203,N.data,41287,42
524,15,2035,10,10010,5
524,15,2035,N.data,36166,41
524,16,1953,10,12789,7
524,16,1953,N.data,31931,35
524,17,1944,10,8633,5
524,17,1944,N.data,31539,36
524,18,1860,10,11546,6
524,18,1860,N.data,38316,46
524,19,1383,10,7654,5
524,19,1383,N.data,23635,33
524,2,5928,10,29816,5
524,2,5928,N.data,131304,41
524,20,1486,10,8178,5
524,20,1486,N.data,23797,33
524,21,847,10,6754,9
524,21,847,N.data,17949,44
524,22,869,10,4984,6
524,22,869,N.data,14008,36
524,3,4852,10,26134,6
524,3,4852,N.data,117484,70
524,4,4671,10,21877,5
524,4,4671,N.data,96800,46
524,5,4424,10,19932,6
524,5,4424,N.data,102269,57
524,6,4178,10,20847,7
524,6,4178,N.data,93640,69
524,7,3862,10,23119,8
524,7,3862,N.data,72478,40
524,8,3553,10,17762,5
524,8,3553,N.data,81857,46
524,9,3005,10,14185,5
524,9,3005,N.data,51684,37
524,X,3766,10,19903,6
524,X,3766,N.data,83043,46
524,Y,635,10,3201,5
524,Y,635,N.data,7652,25
525,1,650,10,3009,5
525,1,650,N.data,7540,21
525,10,231,10,1024,5
525,10,231,N.data,2391,18
525,11,233,10,1076,6
525,11,233,N.data,2045,17
525,12,293,10,1457,5
525,12,293,N.data,2889,19
525,13,156,10,683,5
525,13,156,N.data,1282,14
525,14,153,10,791,6
525,14,153,N.data,1799,24
525,15,134,10,585,6
525,15,134,N.data,1048,15
525,16,150,10,698,5
525,16,150,N.data,1236,14
525,17,248,10,1005,6
525,17,248,N.data,3106,24
525,18,127,10,595,6
525,18,127,N.data,1022,13
525,19,94,10,439,6
525,19,94,N.data,711,15
525,2,407,10,2371,7
525,2,407,N.data,6498,30
525,20,136,10,597,5
525,20,136,N.data,1050,12
525,21,68,10,328,6
525,21,68,N.data,500,12
525,22,102,10,364,6
525,22,102,N.data,784,13
525,3,387,10,1846,6
525,3,387,N.data,3794,17
525,4,318,10,1181,6
525,4,318,N.data,4458,31
525,5,307,10,1779,6
525,5,307,N.data,3426,22
525,6,273,10,1209,6
525,6,273,N.data,2633,17
525,7,229,10,1105,7
525,7,229,N.data,2204,17
525,8,302,10,1472,7
525,8,302,N.data,3263,19
525,9,192,10,762,6
525,9,192,N.data,1810,18
525,X,227,10,922,6
525,X,227,N.data,2554,24
525,Y,43,10,155,4
525,Y,43,N.data,225,9
526,1,643,10,2811,4
526,1,643,N.data,8158,26
526,10,230,10,990,4
526,10,230,N.data,2517,21
526,11,236,10,985,5
526,11,236,N.data,2459,19
526,12,296,10,1351,5
526,12,296,N.data,3639,26
526,13,155,10,724,5
526,13,155,N.data,1453,18
526,14,149,10,962,6
526,14,149,N.data,1769,24
526,15,134,10,660,6
526,15,134,N.data,1259,18
526,16,142,10,673,5
526,16,142,N.data,1255,16
526,17,246,10,1311,5
526,17,246,N.data,2504,17
526,18,127,10,673,6
526,18,127,N.data,1262,18
526,19,93,10,415,5
526,19,93,N.data,677,15
526,2,411,10,2311,5
526,2,411,N.data,7326,31
526,20,136,10,699,6
526,20,136,N.data,1356,21
526,21,67,10,295,5
526,21,67,N.data,570,17
526,22,102,10,301,6
526,22,102,N.data,778,16
526,3,388,10,1661,6
526,3,388,N.data,4366,22
526,4,315,10,1380,7
526,4,315,N.data,3591,20
526,5,308,10,1230,6
526,5,308,N.data,3145,19
526,6,273,10,1352,5
526,6,273,N.data,3620,23
526,7,229,10,1014,5
526,7,229,N.data,2299,18
526,8,297,10,1197,5
526,8,297,N.data,3442,22
526,9,191,10,1109,7
526,9,191,N.data,1966,22
526,X,226,10,1065,6
526,X,226,N.data,2004,17
526,Y,40,10,179,6
526,Y,40,N.data,218,10
527,1,645,10,2823,5
527,1,645,N.data,7947,25
527,10,230,10,1028,4
527,10,230,N.data,2297,19
527,11,233,10,1328,7
527,11,233,N.data,2492,23
527,12,294,10,1547,6
527,12,294,N.data,3135,21
527,13,154,10,655,6
527,13,154,N.data,1278,15
527,14,151,10,869,6
527,14,151,N.data,1533,19
527,15,132,10,513,5
527,15,132,N.data,1158,15
527,16,151,10,751,6
527,16,151,N.data,1580,20
527,17,247,10,1292,5
527,17,247,N.data,2575,19
527,18,127,10,605,6
527,18,127,N.data,1041,14
527,19,95,10,367,6
527,19,95,N.data,796,18
527,2,409,10,2246,6
527,2,409,N.data,4897,20
527,20,137,10,616,6
527,20,137,N.data,1289,19
527,21,69,10,295,5
527,21,69,N.data,491,12
527,22,99,10,466,7
527,22,99,N.data,787,14
527,3,388,10,1950,5
527,3,388,N.data,3999,19
527,4,323,10,1864,5
527,4,323,N.data,4646,25
527,5,306,10,1248,4
527,5,306,N.data,3164,22
527,6,274,10,1218,5
527,6,274,N.data,2655,19
527,7,233,10,1347,7
527,7,233,N.data,2418,19
527,8,301,10,1833,6
527,8,301,N.data,3603,23
527,9,192,10,847,7
527,9,192,N.data,1790,17
527,X,224,10,1146,7
527,X,224,N.data,2132,17
527,Y,43,10,186,5
527,Y,43,N.data,253,12
528,1,642,10,2605,5
528,1,642,N.data,7421,23
528,10,233,10,1472,6
528,10,233,N.data,3015,22
528,11,230,10,939,4
528,11,230,N.data,2204,18
528,12,293,10,1527,8
528,12,293,N.data,2860,20
528,13,155,10,795,7
528,13,155,N.data,1403,15
528,14,154,10,871,7
528,14,154,N.data,1401,19
528,15,133,10,643,5
528,15,133,N.data,1231,21
528,16,150,10,797,6
528,16,150,N.data,1434,19
528,17,246,10,1332,5
528,17,246,N.data,2757,20
528,18,129,10,665,7
528,18,129,N.data,1142,19
528,19,93,10,391,5
528,19,93,N.data,585,10
528,2,411,10,2032,6
528,2,411,N.data,5318,28
528,20,136,10,486,6
528,20,136,N.data,993,13
528,21,69,10,385,7
528,21,69,N.data,538,14
528,22,101,10,406,5
528,22,101,N.data,849,15
528,3,388,10,2392,7
528,3,388,N.data,4595,21
528,4,319,10,1331,5
528,4,319,N.data,3625,20
528,5,306,10,1200,6
528,5,306,N.data,3238,21
528,6,275,10,1261,6
528,6,275,N.data,3007,19
528,7,229,10,1114,6
528,7,229,N.data,2129,19
528,8,301,10,1424,6
528,8,301,N.data,3378,20
528,9,192,10,855,6
528,9,192,N.data,1696,14
528,X,226,10,900,4
528,X,226,N.data,2157,21
528,Y,43,10,190,6
528,Y,43,N.data,243,9
529,1,649,10,3155,6
529,1,649,N.data,7914,25
529,10,232,10,1045,5
529,10,232,N.data,2209,18
529,11,235,10,1072,4
529,11,235,N.data,2262,19
529,12,290,10,1432,6
529,12,290,N.data,2820,17
529,13,155,10,861,7
529,13,155,N.data,1637,19
529,14,148,10,830,6
529,14,148,N.data,1425,17
529,15,135,10,665,5
529,15,135,N.data,1278,21
529,16,148,10,736,6
529,16,148,N.data,1409,15
529,17,247,10,996,4
529,17,247,N.data,2203,17
529,18,128,10,598,5
529,18,128,N.data,1048,14
529,19,94,10,460,5
529,19,94,N.data,719,14
529,2,411,10,1363,5
529,2,411,N.data,4647,26
529,20,136,10,567,5
529,20,136,N.data,1144,16
529,21,66,10,280,5
529,21,66,N.data,441,11
529,22,101,10,491,5
529,22,101,N.data,828,13
529,3,385,10,1664,5
529,3,385,N.data,3753,21
529,4,317,10,2014,6
529,4,317,N.data,4513,25
529,5,302,10,1470,5
529,5,302,N.data,2997,19
529,6,270,10,1403,6
529,6,270,N.data,2687,18
529,7,233,10,1120,6
529,7,233,N.data,2321,18
529,8,295,10,1667,5
529,8,295,N.data,3665,23
529,9,194,10,754,6
529,9,194,N.data,1835,18
529,X,226,10,933,6
529,X,226,N.data,2394,23
529,Y,43,10,230,6
529,Y,43,N.data,280,10
53,1,501,10,1884,6
53,1,501,N.data,5784,22
53,10,162,10,715,6
53,10,162,N.data,1476,18
53,11,171,10,729,5
53,11,171,N.data,1475,17
53,12,219,10,1357,6
53,12,219,N.data,2389,19
53,13,110,10,605,7
53,13,110,N.data,918,17
53,14,106,10,713,7
53,14,106,N.data,1100,20
53,15,94,10,501,5
53,15,94,N.data,974,20
53,16,94,10,501,7
53,16,94,N.data,782,16
53,17,182,10,763,6
53,17,182,N.data,1579,17
53,18,89,10,412,7
53,18,89,N.data,642,13
53,19,59,10,271,6
53,19,59,N.data,424,12
53,2,297,10,1411,5
53,2,297,N.data,3049,19
53,20,96,10,420,5
53,20,96,N.data,705,14
53,21,46,10,168,5
53,21,46,N.data,228,8
53,22,82,10,396,5
53,22,82,N.data,696,18
53,3,222,10,1231,5
53,3,222,N.data,2460,21
53,4,195,10,901,6
53,4,195,N.data,2126,23
53,5,216,10,920,5
53,5,216,N.data,2195,21
53,6,182,10,865,6
53,6,182,N.data,1624,16
53,7,148,10,708,6
53,7,148,N.data,1215,17
53,8,147,10,563,5
53,8,147,N.data,1122,14
53,9,135,10,494,6
53,9,135,N.data,1162,20
53,X,135,10,561,5
53,X,135,N.data,1107,15
53,Y,24,10,91,5
53,Y,24,N.data,106,8
530,1,644,10,2749,6
530,1,644,N.data,8491,26
530,10,230,10,1704,7
530,10,230,N.data,3064,23
530,11,233,10,903,7
530,11,233,N.data,2199,18
530,12,292,10,1508,6
530,12,292,N.data,3144,20
530,13,156,10,808,5
530,13,156,N.data,1527,18
530,14,151,10,1197,8
530,14,151,N.data,2005,26
530,15,133,10,781,7
530,15,133,N.data,1252,16
530,16,151,10,680,6
530,16,151,N.data,1272,15
530,17,247,10,1257,6
530,17,247,N.data,2598,21
530,18,127,10,402,7
530,18,127,N.data,922,13
530,19,92,10,496,5
530,19,92,N.data,920,21
530,2,408,10,2153,6
530,2,408,N.data,4550,22
530,20,137,10,692,5
530,20,137,N.data,1240,17
530,21,69,10,331,6
530,21,69,N.data,515,13
530,22,101,10,356,5
530,22,101,N.data,725,12
530,3,386,10,1582,9
530,3,386,N.data,4651,23
530,4,319,10,1753,7
530,4,319,N.data,3786,23
530,5,303,10,1349,8
530,5,303,N.data,4684,28
530,6,274,10,1666,6
530,6,274,N.data,4510,30
530,7,233,10,1081,6
530,7,233,N.data,2251,23
530,8,301,10,1611,5
530,8,301,N.data,3594,23
530,9,192,10,1113,6
530,9,192,N.data,2360,26
530,X,225,10,986,5
530,X,225,N.data,2070,20
530,Y,43,10,208,8
530,Y,43,N.data,256,10
531,1,648,10,2776,5
531,1,648,N.data,7831,27
531,10,230,10,1119,6
531,10,230,N.data,2895,28
531,11,235,10,1001,6
531,11,235,N.data,2176,16
531,12,290,10,1337,4
531,12,290,N.data,2932,19
531,13,155,10,740,6
531,13,155,N.data,1442,20
531,14,153,10,1118,8
531,14,153,N.data,1701,21
531,15,136,10,685,5
531,15,136,N.data,1229,17
531,16,150,10,557,5
531,16,150,N.data,1398,18
531,17,247,10,1005,4
531,17,247,N.data,2412,19
531,18,129,10,626,6
531,18,129,N.data,1077,14
531,19,93,10,516,8
531,19,93,N.data,749,16
531,2,411,10,2137,6
531,2,411,N.data,5213,23
531,20,138,10,613,4
531,20,138,N.data,1258,19
531,21,69,10,252,6
531,21,69,N.data,470,13
531,22,99,10,478,6
531,22,99,N.data,753,14
531,3,384,10,1703,6
531,3,384,N.data,4364,22
531,4,318,10,1432,5
531,4,318,N.data,3507,19
531,5,302,10,1224,5
531,5,302,N.data,4103,28
531,6,271,10,1439,5
531,6,271,N.data,3110,19
531,7,233,10,920,5
531,7,233,N.data,2310,19
531,8,301,10,1070,4
531,8,301,N.data,3073,17
531,9,192,10,725,6
531,9,192,N.data,1630,17
531,X,222,10,1072,6
531,X,222,N.data,2081,17
531,Y,43,10,185,5
531,Y,43,N.data,259,12
532,1,648,10,2639,5
532,1,648,N.data,7244,22
532,10,230,10,1216,5
532,10,230,N.data,2642,20
532,11,232,10,957,4
532,11,232,N.data,2042,19
532,12,293,10,1359,5
532,12,293,N.data,2741,19
532,13,157,10,800,6
532,13,157,N.data,1428,16
532,14,154,10,1097,8
532,14,154,N.data,1852,21
532,15,136,10,608,5
532,15,136,N.data,1122,15
532,16,150,10,941,6
532,16,150,N.data,1501,18
532,17,248,10,1268,5
532,17,248,N.data,2836,21
532,18,128,10,556,5
532,18,128,N.data,1025,14
532,19,94,10,441,5
532,19,94,N.data,698,13
532,2,411,10,1895,5
532,2,411,N.data,4685,25
532,20,137,10,550,5
532,20,137,N.data,1080,13
532,21,69,10,350,7
532,21,69,N.data,496,14
532,22,102,10,398,6
532,22,102,N.data,746,12
532,3,390,10,1736,6
532,3,390,N.data,4458,26
532,4,319,10,1769,7
532,4,319,N.data,4340,25
532,5,305,10,1356,5
532,5,305,N.data,3061,21
532,6,274,10,1285,6
