data.seed,n.segments,method,selected
20,15,2-fold 50 times penaltyExp -0.5 min loss,15
20,15,50% 100 times penaltyExp -0.5 min loss,15
20,15,10% 100 times penaltyExp 0 min loss,15
20,15,10-fold 10 times penaltyExp 0 min loss,15
20,15,2-fold 50 times penaltyExp 0 min loss,15
20,15,50% 100 times penaltyExp 0 min loss,15
20,15,10% 100 times penaltyExp -1 max freq,15
20,15,10-fold 10 times penaltyExp -1 max freq,15
20,15,2-fold 50 times penaltyExp -1 max freq,15
20,15,50% 100 times penaltyExp -1 max freq,15
20,15,10% 100 times penaltyExp -0.5 max freq,15
20,15,10-fold 10 times penaltyExp -0.5 max freq,15
20,15,2-fold 50 times penaltyExp -0.5 max freq,15
20,15,50% 100 times penaltyExp -0.5 max freq,15
20,15,10% 100 times penaltyExp 0 max freq,15
20,15,10-fold 10 times penaltyExp 0 max freq,15
20,15,2-fold 50 times penaltyExp 0 max freq,15
20,15,50% 100 times penaltyExp 0 max freq,15
20,15,"10% 100 times min err, min segs",13
20,15,"10-fold 10 times min err, min segs",12
20,15,"2-fold 50 times min err, min segs",14
20,15,"50% 100 times min err, min segs",14
20,15,"10% 100 times min err, max times",15
20,15,"10-fold 10 times min err, max times",15
20,15,"2-fold 50 times min err, max times",15
20,15,"50% 100 times min err, max times",15
20,15,"10% 100 times mean err, min err",15
20,15,"10-fold 10 times mean err, min err",15
20,15,"2-fold 50 times mean err, min err",15
20,15,"50% 100 times mean err, min err",15
20,20,10% 100 times penaltyExp -1 min loss,20
20,20,10-fold 10 times penaltyExp -1 min loss,20
20,20,2-fold 50 times penaltyExp -1 min loss,20
20,20,50% 100 times penaltyExp -1 min loss,20
20,20,10% 100 times penaltyExp -0.5 min loss,20
20,20,10-fold 10 times penaltyExp -0.5 min loss,20
20,20,2-fold 50 times penaltyExp -0.5 min loss,20
20,20,50% 100 times penaltyExp -0.5 min loss,20
20,20,10% 100 times penaltyExp 0 min loss,20
20,20,10-fold 10 times penaltyExp 0 min loss,20
20,20,2-fold 50 times penaltyExp 0 min loss,20
20,20,50% 100 times penaltyExp 0 min loss,20
20,20,10% 100 times penaltyExp -1 max freq,20
20,20,10-fold 10 times penaltyExp -1 max freq,20
20,20,2-fold 50 times penaltyExp -1 max freq,20
20,20,50% 100 times penaltyExp -1 max freq,20
20,20,10% 100 times penaltyExp -0.5 max freq,20
20,20,10-fold 10 times penaltyExp -0.5 max freq,20
20,20,2-fold 50 times penaltyExp -0.5 max freq,20
20,20,50% 100 times penaltyExp -0.5 max freq,20
20,20,10% 100 times penaltyExp 0 max freq,20
20,20,10-fold 10 times penaltyExp 0 max freq,20
20,20,2-fold 50 times penaltyExp 0 max freq,20
20,20,50% 100 times penaltyExp 0 max freq,20
20,20,"10% 100 times min err, min segs",16
20,20,"10-fold 10 times min err, min segs",18
20,20,"2-fold 50 times min err, min segs",19
20,20,"50% 100 times min err, min segs",19
20,20,"10% 100 times min err, max times",20
20,20,"10-fold 10 times min err, max times",20
20,20,"2-fold 50 times min err, max times",20
20,20,"50% 100 times min err, max times",20
20,20,"10% 100 times mean err, min err",20
20,20,"10-fold 10 times mean err, min err",20
20,20,"2-fold 50 times mean err, min err",20
20,20,"50% 100 times mean err, min err",20
21,1,10% 100 times penaltyExp -1 min loss,1
21,1,10-fold 10 times penaltyExp -1 min loss,1
21,1,2-fold 50 times penaltyExp -1 min loss,1
21,1,50% 100 times penaltyExp -1 min loss,1
21,1,10% 100 times penaltyExp -0.5 min loss,1
21,1,10-fold 10 times penaltyExp -0.5 min loss,1
21,1,2-fold 50 times penaltyExp -0.5 min loss,1
21,1,50% 100 times penaltyExp -0.5 min loss,1
21,1,10% 100 times penaltyExp 0 min loss,1
21,1,10-fold 10 times penaltyExp 0 min loss,1
21,1,2-fold 50 times penaltyExp 0 min loss,1
21,1,50% 100 times penaltyExp 0 min loss,1
21,1,10% 100 times penaltyExp -1 max freq,1
21,1,10-fold 10 times penaltyExp -1 max freq,1
21,1,2-fold 50 times penaltyExp -1 max freq,1
21,1,50% 100 times penaltyExp -1 max freq,1
21,1,10% 100 times penaltyExp -0.5 max freq,1
21,1,10-fold 10 times penaltyExp -0.5 max freq,1
21,1,2-fold 50 times penaltyExp -0.5 max freq,1
21,1,50% 100 times penaltyExp -0.5 max freq,1
21,1,10% 100 times penaltyExp 0 max freq,1
21,1,10-fold 10 times penaltyExp 0 max freq,1
21,1,2-fold 50 times penaltyExp 0 max freq,1
21,1,50% 100 times penaltyExp 0 max freq,1
21,1,"10% 100 times min err, min segs",1
21,1,"10-fold 10 times min err, min segs",1
21,1,"2-fold 50 times min err, min segs",1
21,1,"50% 100 times min err, min segs",1
21,1,"10% 100 times min err, max times",1
21,1,"10-fold 10 times min err, max times",1
21,1,"2-fold 50 times min err, max times",1
21,1,"50% 100 times min err, max times",1
21,1,"10% 100 times mean err, min err",1
21,1,"10-fold 10 times mean err, min err",1
21,1,"2-fold 50 times mean err, min err",1
21,1,"50% 100 times mean err, min err",1
21,2,10% 100 times penaltyExp -1 min loss,2
21,2,10-fold 10 times penaltyExp -1 min loss,2
21,2,2-fold 50 times penaltyExp -1 min loss,2
21,2,50% 100 times penaltyExp -1 min loss,2
21,2,10% 100 times penaltyExp -0.5 min loss,2
21,2,10-fold 10 times penaltyExp -0.5 min loss,2
21,2,2-fold 50 times penaltyExp -0.5 min loss,2
21,2,50% 100 times penaltyExp -0.5 min loss,2
21,2,10% 100 times penaltyExp 0 min loss,2
21,2,10-fold 10 times penaltyExp 0 min loss,3
21,2,2-fold 50 times penaltyExp 0 min loss,3
21,2,50% 100 times penaltyExp 0 min loss,3
21,2,10% 100 times penaltyExp -1 max freq,2
21,2,10-fold 10 times penaltyExp -1 max freq,2
21,2,2-fold 50 times penaltyExp -1 max freq,2
21,2,50% 100 times penaltyExp -1 max freq,2
21,2,10% 100 times penaltyExp -0.5 max freq,2
21,2,10-fold 10 times penaltyExp -0.5 max freq,2
21,2,2-fold 50 times penaltyExp -0.5 max freq,2
21,2,50% 100 times penaltyExp -0.5 max freq,2
21,2,10% 100 times penaltyExp 0 max freq,2
21,2,10-fold 10 times penaltyExp 0 max freq,2
21,2,2-fold 50 times penaltyExp 0 max freq,2
21,2,50% 100 times penaltyExp 0 max freq,2
21,2,"10% 100 times min err, min segs",1
21,2,"10-fold 10 times min err, min segs",1
21,2,"2-fold 50 times min err, min segs",2
21,2,"50% 100 times min err, min segs",1
21,2,"10% 100 times min err, max times",2
21,2,"10-fold 10 times min err, max times",2
21,2,"2-fold 50 times min err, max times",2
21,2,"50% 100 times min err, max times",2
21,2,"10% 100 times mean err, min err",2
21,2,"10-fold 10 times mean err, min err",2
21,2,"2-fold 50 times mean err, min err",2
21,2,"50% 100 times mean err, min err",2
21,5,10% 100 times penaltyExp -1 min loss,7
21,5,10-fold 10 times penaltyExp -1 min loss,7
21,5,2-fold 50 times penaltyExp -1 min loss,6
21,5,50% 100 times penaltyExp -1 min loss,6
21,5,10% 100 times penaltyExp -0.5 min loss,7
21,5,10-fold 10 times penaltyExp -0.5 min loss,7
21,5,2-fold 50 times penaltyExp -0.5 min loss,7
21,5,50% 100 times penaltyExp -0.5 min loss,7
21,5,10% 100 times penaltyExp 0 min loss,7
21,5,10-fold 10 times penaltyExp 0 min loss,7
21,5,2-fold 50 times penaltyExp 0 min loss,7
21,5,50% 100 times penaltyExp 0 min loss,7
21,5,10% 100 times penaltyExp -1 max freq,6
21,5,10-fold 10 times penaltyExp -1 max freq,6
21,5,2-fold 50 times penaltyExp -1 max freq,6
21,5,50% 100 times penaltyExp -1 max freq,5
21,5,10% 100 times penaltyExp -0.5 max freq,6
21,5,10-fold 10 times penaltyExp -0.5 max freq,6
21,5,2-fold 50 times penaltyExp -0.5 max freq,6
21,5,50% 100 times penaltyExp -0.5 max freq,6
21,5,10% 100 times penaltyExp 0 max freq,6
21,5,10-fold 10 times penaltyExp 0 max freq,6
21,5,2-fold 50 times penaltyExp 0 max freq,7
21,5,50% 100 times penaltyExp 0 max freq,6
21,5,"10% 100 times min err, min segs",2
21,5,"10-fold 10 times min err, min segs",2
21,5,"2-fold 50 times min err, min segs",5
21,5,"50% 100 times min err, min segs",5
21,5,"10% 100 times min err, max times",5
21,5,"10-fold 10 times min err, max times",5
21,5,"2-fold 50 times min err, max times",5
21,5,"50% 100 times min err, max times",5
21,5,"10% 100 times mean err, min err",6
21,5,"10-fold 10 times mean err, min err",7
21,5,"2-fold 50 times mean err, min err",7
21,5,"50% 100 times mean err, min err",6
21,10,10% 100 times penaltyExp -1 min loss,11
21,10,10-fold 10 times penaltyExp -1 min loss,12
21,10,2-fold 50 times penaltyExp -1 min loss,11
21,10,50% 100 times penaltyExp -1 min loss,11
21,10,10% 100 times penaltyExp -0.5 min loss,11
21,10,10-fold 10 times penaltyExp -0.5 min loss,12
21,10,2-fold 50 times penaltyExp -0.5 min loss,11
21,10,50% 100 times penaltyExp -0.5 min loss,11
21,10,10% 100 times penaltyExp 0 min loss,11
21,10,10-fold 10 times penaltyExp 0 min loss,12
21,10,2-fold 50 times penaltyExp 0 min loss,12
21,10,50% 100 times penaltyExp 0 min loss,12
21,10,10% 100 times penaltyExp -1 max freq,11
21,10,10-fold 10 times penaltyExp -1 max freq,11
21,10,2-fold 50 times penaltyExp -1 max freq,11
21,10,50% 100 times penaltyExp -1 max freq,10
21,10,10% 100 times penaltyExp -0.5 max freq,11
21,10,10-fold 10 times penaltyExp -0.5 max freq,11
21,10,2-fold 50 times penaltyExp -0.5 max freq,11
21,10,50% 100 times penaltyExp -0.5 max freq,11
21,10,10% 100 times penaltyExp 0 max freq,11
21,10,10-fold 10 times penaltyExp 0 max freq,11
21,10,2-fold 50 times penaltyExp 0 max freq,12
21,10,50% 100 times penaltyExp 0 max freq,11
21,10,"10% 100 times min err, min segs",9
21,10,"10-fold 10 times min err, min segs",7
21,10,"2-fold 50 times min err, min segs",10
21,10,"50% 100 times min err, min segs",10
21,10,"10% 100 times min err, max times",10
21,10,"10-fold 10 times min err, max times",10
21,10,"2-fold 50 times min err, max times",10
21,10,"50% 100 times min err, max times",10
21,10,"10% 100 times mean err, min err",11
21,10,"10-fold 10 times mean err, min err",11
21,10,"2-fold 50 times mean err, min err",12
21,10,"50% 100 times mean err, min err",11
21,15,10% 100 times penaltyExp -1 min loss,15
21,15,10-fold 10 times penaltyExp -1 min loss,15
21,15,2-fold 50 times penaltyExp -1 min loss,15
21,15,50% 100 times penaltyExp -1 min loss,15
21,15,10% 100 times penaltyExp -0.5 min loss,15
21,15,10-fold 10 times penaltyExp -0.5 min loss,15
21,15,2-fold 50 times penaltyExp -0.5 min loss,15
21,15,50% 100 times penaltyExp -0.5 min loss,15
21,15,10% 100 times penaltyExp 0 min loss,15
21,15,10-fold 10 times penaltyExp 0 min loss,15
21,15,2-fold 50 times penaltyExp 0 min loss,16
21,15,50% 100 times penaltyExp 0 min loss,19
21,15,10% 100 times penaltyExp -1 max freq,15
21,15,10-fold 10 times penaltyExp -1 max freq,15
21,15,2-fold 50 times penaltyExp -1 max freq,15
21,15,50% 100 times penaltyExp -1 max freq,15
21,15,10% 100 times penaltyExp -0.5 max freq,15
21,15,10-fold 10 times penaltyExp -0.5 max freq,15
21,15,2-fold 50 times penaltyExp -0.5 max freq,15
21,15,50% 100 times penaltyExp -0.5 max freq,15
21,15,10% 100 times penaltyExp 0 max freq,15
21,15,10-fold 10 times penaltyExp 0 max freq,15
21,15,2-fold 50 times penaltyExp 0 max freq,15
21,15,50% 100 times penaltyExp 0 max freq,15
21,15,"10% 100 times min err, min segs",12
21,15,"10-fold 10 times min err, min segs",10
21,15,"2-fold 50 times min err, min segs",14
21,15,"50% 100 times min err, min segs",14
21,15,"10% 100 times min err, max times",15
21,15,"10-fold 10 times min err, max times",15
21,15,"2-fold 50 times min err, max times",15
21,15,"50% 100 times min err, max times",15
21,15,"10% 100 times mean err, min err",18
21,15,"10-fold 10 times mean err, min err",16
21,15,"2-fold 50 times mean err, min err",16
21,15,"50% 100 times mean err, min err",17
21,20,10% 100 times penaltyExp -1 min loss,23
21,20,10-fold 10 times penaltyExp -1 min loss,21
21,20,2-fold 50 times penaltyExp -1 min loss,21
21,20,50% 100 times penaltyExp -1 min loss,21
21,20,10% 100 times penaltyExp -0.5 min loss,23
21,20,10-fold 10 times penaltyExp -0.5 min loss,21
21,20,2-fold 50 times penaltyExp -0.5 min loss,21
21,20,50% 100 times penaltyExp -0.5 min loss,21
21,20,10% 100 times penaltyExp 0 min loss,24
21,20,10-fold 10 times penaltyExp 0 min loss,21
21,20,2-fold 50 times penaltyExp 0 min loss,24
21,20,50% 100 times penaltyExp 0 min loss,21
21,20,10% 100 times penaltyExp -1 max freq,20
21,20,10-fold 10 times penaltyExp -1 max freq,21
21,20,2-fold 50 times penaltyExp -1 max freq,21
21,20,50% 100 times penaltyExp -1 max freq,20
21,20,10% 100 times penaltyExp -0.5 max freq,20
21,20,10-fold 10 times penaltyExp -0.5 max freq,21
21,20,2-fold 50 times penaltyExp -0.5 max freq,21
21,20,50% 100 times penaltyExp -0.5 max freq,21
21,20,10% 100 times penaltyExp 0 max freq,20
21,20,10-fold 10 times penaltyExp 0 max freq,21
21,20,2-fold 50 times penaltyExp 0 max freq,21
21,20,50% 100 times penaltyExp 0 max freq,21
21,20,"10% 100 times min err, min segs",18
21,20,"10-fold 10 times min err, min segs",19
21,20,"2-fold 50 times min err, min segs",20
21,20,"50% 100 times min err, min segs",20
21,20,"10% 100 times min err, max times",20
21,20,"10-fold 10 times min err, max times",20
21,20,"2-fold 50 times min err, max times",20
21,20,"50% 100 times min err, max times",20
21,20,"10% 100 times mean err, min err",22
21,20,"10-fold 10 times mean err, min err",21
21,20,"2-fold 50 times mean err, min err",21
21,20,"50% 100 times mean err, min err",21
22,1,10% 100 times penaltyExp -1 min loss,1
22,1,10-fold 10 times penaltyExp -1 min loss,1
22,1,2-fold 50 times penaltyExp -1 min loss,1
22,1,50% 100 times penaltyExp -1 min loss,1
22,1,10% 100 times penaltyExp -0.5 min loss,1
22,1,10-fold 10 times penaltyExp -0.5 min loss,1
22,1,2-fold 50 times penaltyExp -0.5 min loss,1
22,1,50% 100 times penaltyExp -0.5 min loss,1
22,1,10% 100 times penaltyExp 0 min loss,1
22,1,10-fold 10 times penaltyExp 0 min loss,1
22,1,2-fold 50 times penaltyExp 0 min loss,1
22,1,50% 100 times penaltyExp 0 min loss,1
22,1,10% 100 times penaltyExp -1 max freq,1
22,1,10-fold 10 times penaltyExp -1 max freq,1
22,1,2-fold 50 times penaltyExp -1 max freq,1
22,1,50% 100 times penaltyExp -1 max freq,1
22,1,10% 100 times penaltyExp -0.5 max freq,1
22,1,10-fold 10 times penaltyExp -0.5 max freq,1
22,1,2-fold 50 times penaltyExp -0.5 max freq,1
22,1,50% 100 times penaltyExp -0.5 max freq,1
22,1,10% 100 times penaltyExp 0 max freq,1
22,1,10-fold 10 times penaltyExp 0 max freq,1
22,1,2-fold 50 times penaltyExp 0 max freq,1
22,1,50% 100 times penaltyExp 0 max freq,1
22,1,"10% 100 times min err, min segs",1
22,1,"10-fold 10 times min err, min segs",1
22,1,"2-fold 50 times min err, min segs",1
22,1,"50% 100 times min err, min segs",1
22,1,"10% 100 times min err, max times",1
22,1,"10-fold 10 times min err, max times",1
22,1,"2-fold 50 times min err, max times",1
22,1,"50% 100 times min err, max times",1
22,1,"10% 100 times mean err, min err",1
22,1,"10-fold 10 times mean err, min err",1
22,1,"2-fold 50 times mean err, min err",1
22,1,"50% 100 times mean err, min err",1
22,2,10% 100 times penaltyExp -1 min loss,2
22,2,10-fold 10 times penaltyExp -1 min loss,2
22,2,2-fold 50 times penaltyExp -1 min loss,2
22,2,50% 100 times penaltyExp -1 min loss,2
22,2,10% 100 times penaltyExp -0.5 min loss,2
22,2,10-fold 10 times penaltyExp -0.5 min loss,2
22,2,2-fold 50 times penaltyExp -0.5 min loss,2
22,2,50% 100 times penaltyExp -0.5 min loss,2
22,2,10% 100 times penaltyExp 0 min loss,2
22,2,10-fold 10 times penaltyExp 0 min loss,2
22,2,2-fold 50 times penaltyExp 0 min loss,2
22,2,50% 100 times penaltyExp 0 min loss,2
22,2,10% 100 times penaltyExp -1 max freq,2
22,2,10-fold 10 times penaltyExp -1 max freq,2
22,2,2-fold 50 times penaltyExp -1 max freq,2
22,2,50% 100 times penaltyExp -1 max freq,2
22,2,10% 100 times penaltyExp -0.5 max freq,2
22,2,10-fold 10 times penaltyExp -0.5 max freq,2
22,2,2-fold 50 times penaltyExp -0.5 max freq,2
22,2,50% 100 times penaltyExp -0.5 max freq,2
22,2,10% 100 times penaltyExp 0 max freq,2
22,2,10-fold 10 times penaltyExp 0 max freq,2
22,2,2-fold 50 times penaltyExp 0 max freq,2
22,2,50% 100 times penaltyExp 0 max freq,2
22,2,"10% 100 times min err, min segs",1
22,2,"10-fold 10 times min err, min segs",1
22,2,"2-fold 50 times min err, min segs",2
22,2,"50% 100 times min err, min segs",1
22,2,"10% 100 times min err, max times",2
22,2,"10-fold 10 times min err, max times",2
22,2,"2-fold 50 times min err, max times",2
22,2,"50% 100 times min err, max times",2
22,2,"10% 100 times mean err, min err",2
22,2,"10-fold 10 times mean err, min err",2
22,2,"2-fold 50 times mean err, min err",2
22,2,"50% 100 times mean err, min err",2
22,5,10% 100 times penaltyExp -1 min loss,5
22,5,10-fold 10 times penaltyExp -1 min loss,5
22,5,2-fold 50 times penaltyExp -1 min loss,5
22,5,50% 100 times penaltyExp -1 min loss,5
22,5,10% 100 times penaltyExp -0.5 min loss,5
22,5,10-fold 10 times penaltyExp -0.5 min loss,5
22,5,2-fold 50 times penaltyExp -0.5 min loss,5
22,5,50% 100 times penaltyExp -0.5 min loss,5
22,5,10% 100 times penaltyExp 0 min loss,5
22,5,10-fold 10 times penaltyExp 0 min loss,5
22,5,2-fold 50 times penaltyExp 0 min loss,5
22,5,50% 100 times penaltyExp 0 min loss,5
22,5,10% 100 times penaltyExp -1 max freq,5
22,5,10-fold 10 times penaltyExp -1 max freq,5
22,5,2-fold 50 times penaltyExp -1 max freq,5
22,5,50% 100 times penaltyExp -1 max freq,5
22,5,10% 100 times penaltyExp -0.5 max freq,5
22,5,10-fold 10 times penaltyExp -0.5 max freq,5
22,5,2-fold 50 times penaltyExp -0.5 max freq,5
22,5,50% 100 times penaltyExp -0.5 max freq,5
22,5,10% 100 times penaltyExp 0 max freq,5
22,5,10-fold 10 times penaltyExp 0 max freq,5
22,5,2-fold 50 times penaltyExp 0 max freq,5
22,5,50% 100 times penaltyExp 0 max freq,5
22,5,"10% 100 times min err, min segs",2
22,5,"10-fold 10 times min err, min segs",3
22,5,"2-fold 50 times min err, min segs",5
22,5,"50% 100 times min err, min segs",5
22,5,"10% 100 times min err, max times",5
22,5,"10-fold 10 times min err, max times",5
22,5,"2-fold 50 times min err, max times",5
22,5,"50% 100 times min err, max times",5
22,5,"10% 100 times mean err, min err",5
22,5,"10-fold 10 times mean err, min err",5
22,5,"2-fold 50 times mean err, min err",5
22,5,"50% 100 times mean err, min err",5
22,10,10% 100 times penaltyExp -1 min loss,10
22,10,10-fold 10 times penaltyExp -1 min loss,10
22,10,2-fold 50 times penaltyExp -1 min loss,10
22,10,50% 100 times penaltyExp -1 min loss,10
22,10,10% 100 times penaltyExp -0.5 min loss,10
22,10,10-fold 10 times penaltyExp -0.5 min loss,10
22,10,2-fold 50 times penaltyExp -0.5 min loss,10
22,10,50% 100 times penaltyExp -0.5 min loss,10
22,10,10% 100 times penaltyExp 0 min loss,10
22,10,10-fold 10 times penaltyExp 0 min loss,10
22,10,2-fold 50 times penaltyExp 0 min loss,10
22,10,50% 100 times penaltyExp 0 min loss,10
22,10,10% 100 times penaltyExp -1 max freq,10
22,10,10-fold 10 times penaltyExp -1 max freq,10
22,10,2-fold 50 times penaltyExp -1 max freq,10
22,10,50% 100 times penaltyExp -1 max freq,10
22,10,10% 100 times penaltyExp -0.5 max freq,10
22,10,10-fold 10 times penaltyExp -0.5 max freq,10
22,10,2-fold 50 times penaltyExp -0.5 max freq,10
22,10,50% 100 times penaltyExp -0.5 max freq,10
22,10,10% 100 times penaltyExp 0 max freq,10
22,10,10-fold 10 times penaltyExp 0 max freq,10
22,10,2-fold 50 times penaltyExp 0 max freq,10
22,10,50% 100 times penaltyExp 0 max freq,10
22,10,"10% 100 times min err, min segs",8
22,10,"10-fold 10 times min err, min segs",7
22,10,"2-fold 50 times min err, min segs",10
22,10,"50% 100 times min err, min segs",10
22,10,"10% 100 times min err, max times",10
22,10,"10-fold 10 times min err, max times",10
22,10,"2-fold 50 times min err, max times",10
22,10,"50% 100 times min err, max times",10
22,10,"10% 100 times mean err, min err",10
22,10,"10-fold 10 times mean err, min err",12
22,10,"2-fold 50 times mean err, min err",11
22,10,"50% 100 times mean err, min err",11
22,15,10% 100 times penaltyExp -1 min loss,18
22,15,10-fold 10 times penaltyExp -1 min loss,18
22,15,2-fold 50 times penaltyExp -1 min loss,16
22,15,50% 100 times penaltyExp -1 min loss,15
22,15,10% 100 times penaltyExp -0.5 min loss,18
22,15,10-fold 10 times penaltyExp -0.5 min loss,18
22,15,2-fold 50 times penaltyExp -0.5 min loss,17
22,15,50% 100 times penaltyExp -0.5 min loss,16
22,15,10% 100 times penaltyExp 0 min loss,19
22,15,10-fold 10 times penaltyExp 0 min loss,19
22,15,2-fold 50 times penaltyExp 0 min loss,19
22,15,50% 100 times penaltyExp 0 min loss,16
22,15,10% 100 times penaltyExp -1 max freq,16
22,15,10-fold 10 times penaltyExp -1 max freq,16
22,15,2-fold 50 times penaltyExp -1 max freq,15
22,15,50% 100 times penaltyExp -1 max freq,15
22,15,10% 100 times penaltyExp -0.5 max freq,16
22,15,10-fold 10 times penaltyExp -0.5 max freq,16
22,15,2-fold 50 times penaltyExp -0.5 max freq,15
22,15,50% 100 times penaltyExp -0.5 max freq,16
22,15,10% 100 times penaltyExp 0 max freq,16
22,15,10-fold 10 times penaltyExp 0 max freq,16
22,15,2-fold 50 times penaltyExp 0 max freq,16
22,15,50% 100 times penaltyExp 0 max freq,16
22,15,"10% 100 times min err, min segs",14
22,15,"10-fold 10 times min err, min segs",14
22,15,"2-fold 50 times min err, min segs",15
22,15,"50% 100 times min err, min segs",15
22,15,"10% 100 times min err, max times",15
22,15,"10-fold 10 times min err, max times",15
22,15,"2-fold 50 times min err, max times",16
22,15,"50% 100 times min err, max times",15
22,15,"10% 100 times mean err, min err",16
22,15,"10-fold 10 times mean err, min err",19
22,15,"2-fold 50 times mean err, min err",18
22,15,"50% 100 times mean err, min err",16
22,20,10% 100 times penaltyExp -1 min loss,24
22,20,10-fold 10 times penaltyExp -1 min loss,24
22,20,2-fold 50 times penaltyExp -1 min loss,21
22,20,50% 100 times penaltyExp -1 min loss,21
22,20,10% 100 times penaltyExp -0.5 min loss,25
22,20,10-fold 10 times penaltyExp -0.5 min loss,24
22,20,2-fold 50 times penaltyExp -0.5 min loss,21
22,20,50% 100 times penaltyExp -0.5 min loss,22
22,20,10% 100 times penaltyExp 0 min loss,25
22,20,10-fold 10 times penaltyExp 0 min loss,25
22,20,2-fold 50 times penaltyExp 0 min loss,24
22,20,50% 100 times penaltyExp 0 min loss,31
22,20,10% 100 times penaltyExp -1 max freq,20
22,20,10-fold 10 times penaltyExp -1 max freq,21
22,20,2-fold 50 times penaltyExp -1 max freq,20
22,20,50% 100 times penaltyExp -1 max freq,20
22,20,10% 100 times penaltyExp -0.5 max freq,20
22,20,10-fold 10 times penaltyExp -0.5 max freq,21
22,20,2-fold 50 times penaltyExp -0.5 max freq,20
22,20,50% 100 times penaltyExp -0.5 max freq,21
22,20,10% 100 times penaltyExp 0 max freq,20
22,20,10-fold 10 times penaltyExp 0 max freq,21
22,20,2-fold 50 times penaltyExp 0 max freq,21
22,20,50% 100 times penaltyExp 0 max freq,21
22,20,"10% 100 times min err, min segs",19
22,20,"10-fold 10 times min err, min segs",19
22,20,"2-fold 50 times min err, min segs",20
22,20,"50% 100 times min err, min segs",20
22,20,"10% 100 times min err, max times",20
22,20,"10-fold 10 times min err, max times",20
22,20,"2-fold 50 times min err, max times",21
22,20,"50% 100 times min err, max times",20
22,20,"10% 100 times mean err, min err",25
22,20,"10-fold 10 times mean err, min err",25
22,20,"2-fold 50 times mean err, min err",23
22,20,"50% 100 times mean err, min err",22
23,1,10% 100 times penaltyExp -1 min loss,1
23,1,10-fold 10 times penaltyExp -1 min loss,1
23,1,2-fold 50 times penaltyExp -1 min loss,1
23,1,50% 100 times penaltyExp -1 min loss,1
23,1,10% 100 times penaltyExp -0.5 min loss,1
23,1,10-fold 10 times penaltyExp -0.5 min loss,1
23,1,2-fold 50 times penaltyExp -0.5 min loss,1
23,1,50% 100 times penaltyExp -0.5 min loss,1
23,1,10% 100 times penaltyExp 0 min loss,1
23,1,10-fold 10 times penaltyExp 0 min loss,1
23,1,2-fold 50 times penaltyExp 0 min loss,1
23,1,50% 100 times penaltyExp 0 min loss,1
23,1,10% 100 times penaltyExp -1 max freq,1
23,1,10-fold 10 times penaltyExp -1 max freq,1
23,1,2-fold 50 times penaltyExp -1 max freq,1
23,1,50% 100 times penaltyExp -1 max freq,1
23,1,10% 100 times penaltyExp -0.5 max freq,1
23,1,10-fold 10 times penaltyExp -0.5 max freq,1
23,1,2-fold 50 times penaltyExp -0.5 max freq,1
23,1,50% 100 times penaltyExp -0.5 max freq,1
23,1,10% 100 times penaltyExp 0 max freq,1
23,1,10-fold 10 times penaltyExp 0 max freq,1
23,1,2-fold 50 times penaltyExp 0 max freq,1
23,1,50% 100 times penaltyExp 0 max freq,1
23,1,"10% 100 times min err, min segs",1
23,1,"10-fold 10 times min err, min segs",1
23,1,"2-fold 50 times min err, min segs",1
23,1,"50% 100 times min err, min segs",1
23,1,"10% 100 times min err, max times",2
23,1,"10-fold 10 times min err, max times",4
23,1,"2-fold 50 times min err, max times",1
23,1,"50% 100 times min err, max times",1
23,1,"10% 100 times mean err, min err",1
23,1,"10-fold 10 times mean err, min err",1
23,1,"2-fold 50 times mean err, min err",1
23,1,"50% 100 times mean err, min err",1
23,2,10% 100 times penaltyExp -1 min loss,6
23,2,10-fold 10 times penaltyExp -1 min loss,6
23,2,2-fold 50 times penaltyExp -1 min loss,2
23,2,50% 100 times penaltyExp -1 min loss,4
23,2,10% 100 times penaltyExp -0.5 min loss,6
23,2,10-fold 10 times penaltyExp -0.5 min loss,6
23,2,2-fold 50 times penaltyExp -0.5 min loss,3
23,2,50% 100 times penaltyExp -0.5 min loss,6
23,2,10% 100 times penaltyExp 0 min loss,6
23,2,10-fold 10 times penaltyExp 0 min loss,6
23,2,2-fold 50 times penaltyExp 0 min loss,4
23,2,50% 100 times penaltyExp 0 min loss,6
23,2,10% 100 times penaltyExp -1 max freq,2
23,2,10-fold 10 times penaltyExp -1 max freq,2
23,2,2-fold 50 times penaltyExp -1 max freq,2
23,2,50% 100 times penaltyExp -1 max freq,2
23,2,10% 100 times penaltyExp -0.5 max freq,3
23,2,10-fold 10 times penaltyExp -0.5 max freq,2
23,2,2-fold 50 times penaltyExp -0.5 max freq,2
23,2,50% 100 times penaltyExp -0.5 max freq,2
23,2,10% 100 times penaltyExp 0 max freq,3
23,2,10-fold 10 times penaltyExp 0 max freq,2
23,2,2-fold 50 times penaltyExp 0 max freq,2
23,2,50% 100 times penaltyExp 0 max freq,2
23,2,"10% 100 times min err, min segs",1
23,2,"10-fold 10 times min err, min segs",1
23,2,"2-fold 50 times min err, min segs",2
23,2,"50% 100 times min err, min segs",1
23,2,"10% 100 times min err, max times",2
23,2,"10-fold 10 times min err, max times",2
23,2,"2-fold 50 times min err, max times",2
23,2,"50% 100 times min err, max times",2
23,2,"10% 100 times mean err, min err",6
